Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,-9999
2186,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,30-005,1993,16.6,906,985,92.0,16781,5530,325,340,95.6,497,520,95.6,75,102,73.5,0,0.1,0.5,-0.1,2,49,4,0,37,Matches,18b896d6
2187,Sebastian Rudy,de GER,MF,Hoffenheim,de Bundesliga,33-008,1990,6.0,219,298,73.5,4050,1415,92,109,84.4,87,108,80.6,32,57,56.1,1,0.4,1.0,+0.6,7,23,5,3,29,Matches,80f36c88
2188,Daniele Rugani,it ITA,DF,Juventus,it Serie A,28-222,1994,3.9,169,193,87.6,3500,974,43,47,91.5,114,121,94.2,12,25,48.0,0,0.0,0.0,0.0,0,7,0,0,5,Matches,14b8fcdf
2189,Matteo Ruggeri,it ITA,DFMF,Atalanta,it Serie A,20-240,2002,6.2,336,422,79.6,5400,2249,181,208,87.0,121,152,79.6,25,40,62.5,0,0.4,0.3,-0.4,5,27,8,4,37,Matches,ae9898c5
2190,Mário Rui,pt POR,DF,Napoli,it Serie A,31-285,1991,16.6,1224,1509,81.1,22472,7672,588,643,91.4,457,544,84.0,161,264,61.0,6,3.5,3.6,+2.5,43,128,46,14,132,Matches,0b5a292a
2191,Aitor Ruibal,es ESP,DFFW,Betis,es La Liga,26-351,1996,11.1,412,525,78.5,6519,2290,229,255,89.8,129,171,75.4,36,61,59.0,0,1.5,0.8,-1.5,11,33,8,4,38,Matches,a55d8df5
2192,Kays Ruiz,ma MAR,MF,Auxerre,fr Ligue 1,20-194,2002,0.7,26,29,89.7,233,40,20,20,100.0,3,4,75.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,90a9cc01
2193,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,26-339,1996,13.3,965,1056,91.4,14098,3611,536,569,94.2,317,345,91.9,57,69,82.6,1,1.2,1.3,-0.2,8,86,10,0,74,Matches,c0c7ff58
2194,Víctor Ruiz,es ESP,DF,Betis,es La Liga,34-042,1989,5.1,182,218,83.5,3220,1479,78,88,88.6,89,96,92.7,12,29,41.4,0,0.2,0.2,-0.2,2,6,0,0,9,Matches,b3dc6eca
2195,Gerónimo Rulli,ar ARG,GK,Villarreal,es La Liga,30-292,1992,14.0,464,543,85.5,11876,7752,82,83,98.8,270,271,99.6,109,184,59.2,0,0.0,0.0,0.0,0,6,0,0,0,Matches,625c144a
2196,Franco Russo,ar ARG,DF,Mallorca,es La Liga,28-134,1994,1.6,46,60,76.7,957,445,17,23,73.9,22,24,91.7,7,13,53.8,0,0.0,0.0,0.0,0,4,0,0,1,Matches,b75ac54b
2197,Georginio Rutter,fr FRA,FWMF,Leeds United,eng Premier League,20-322,2002,2.0,17,39,43.6,241,19,10,16,62.5,4,11,36.4,2,2,100.0,0,0.3,0.2,-0.3,3,1,0,0,0,Matches,c64c01fc
2198,Georginio Rutter,fr FRA,FW,Hoffenheim,de Bundesliga,20-322,2002,11.2,95,158,60.1,1518,455,50,74,67.6,30,51,58.8,10,12,83.3,2,2.3,3.2,-0.3,10,11,9,0,25,Matches,c64c01fc
2199,Julian Ryerson,no NOR,DF,Union Berlin,de Bundesliga,25-111,1997,11.5,350,501,69.9,5692,2097,183,215,85.1,121,167,72.5,33,81,40.7,0,0.5,1.7,-0.5,8,22,12,8,32,Matches,009a4f60
2200,Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,25-111,1997,6.0,285,364,78.3,4415,1585,147,170,86.5,108,133,81.2,20,35,57.1,0,0.7,0.8,-0.7,5,20,4,4,22,Matches,009a4f60
2201,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,30-216,1992,19.0,582,826,70.5,17467,13598,92,92,100.0,289,289,100.0,200,441,45.4,0,0.0,0.1,0.0,1,36,2,0,0,Matches,a70b8345
2202,José Sá,pt POR,GK,Wolves,eng Premier League,30-050,1993,26.0,636,888,71.6,15856,10654,155,158,98.1,333,342,97.4,146,380,38.4,0,0.0,0.0,0.0,0,9,0,0,0,Matches,903b6e8b
2203,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,30-003,1993,13.1,563,678,83.0,8140,3378,315,345,91.3,196,238,82.4,24,48,50.0,0,0.5,0.2,-0.5,8,40,7,1,58,Matches,fbbb9269
2204,Halid Šabanović,ba BIH,DFFW,Angers,fr Ligue 1,23-198,1999,3.7,138,173,79.8,2018,732,80,89,89.9,42,57,73.7,8,16,50.0,0,0.1,0.1,-0.1,2,14,2,1,14,Matches,8299e363
2205,Abdelhamid Sabiri,ma MAR,MF,Sampdoria,it Serie A,26-100,1996,11.2,293,438,66.9,5197,1518,135,169,79.9,110,154,71.4,37,82,45.1,0,1.4,1.2,-1.4,14,41,12,0,48,Matches,4830e0af
2206,Marcel Sabitzer,at AUT,MF,Manchester Utd,eng Premier League,28-356,1994,3.1,135,167,80.8,2215,682,68,81,84.0,56,65,86.2,9,12,75.0,0,0.4,0.2,-0.4,5,17,3,1,23,Matches,e280527c
2207,Marcel Sabitzer,at AUT,MF,Bayern Munich,de Bundesliga,28-356,1994,7.0,402,466,86.3,6205,1668,210,230,91.3,159,181,87.8,19,32,59.4,1,0.4,0.6,+0.6,6,36,5,0,52,Matches,e280527c
2208,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,27-311,1995,18.0,631,798,79.1,10002,3338,320,363,88.2,250,304,82.2,40,89,44.9,2,0.6,0.8,+1.4,14,26,9,4,42,Matches,6388e356
2209,Umar Sadiq,ng NGA,FW,Almería,es La Liga,26-034,1997,2.7,22,36,61.1,254,34,11,15,73.3,8,11,72.7,0,0,,0,0.2,0.1,-0.2,3,0,1,0,2,Matches,686cbe7d
2210,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,26-034,1997,0.9,13,13,100.0,162,35,9,9,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches,686cbe7d
2211,Alexis Saelemaekers,be BEL,FWDF,Milan,it Serie A,23-254,1999,8.1,230,307,74.9,3372,988,127,159,79.9,79,102,77.5,12,20,60.0,2,1.1,1.8,+0.9,8,18,15,6,25,Matches,ee251371
2212,Wesley Saïd,fr FRA,FWMF,Lens,fr Ligue 1,27-323,1995,6.6,140,173,80.9,2061,520,86,102,84.3,41,48,85.4,10,17,58.8,0,0.9,0.7,-0.9,6,15,12,0,24,Matches,90fcf472
2213,Allan Saint-Maximin,fr FRA,FW,Newcastle Utd,eng Premier League,25-361,1997,8.4,202,291,69.4,3363,1007,107,139,77.0,72,105,68.6,19,26,73.1,3,1.9,1.3,+1.1,13,16,21,3,42,Matches,2b16cb1a
2214,Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,24-139,1998,3.9,168,193,87.0,2512,894,90,97,92.8,65,73,89.0,7,13,53.8,1,0.6,0.7,+0.4,5,10,4,2,13,Matches,93c942fb
2215,Samuel Sáiz,es ESP,MF,Girona,es La Liga,32-045,1991,2.7,122,162,75.3,1903,476,71,82,86.6,36,46,78.3,10,15,66.7,0,0.2,0.3,-0.2,3,13,7,2,17,Matches,13e0eb29
2216,Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,21-184,2001,24.9,769,1028,74.8,11206,2654,472,539,87.6,211,271,77.9,53,113,46.9,9,6.1,4.2,+2.9,57,35,47,11,74,Matches,bc7dc64d
2217,Hamza Sakhi,ma MAR,MF,Auxerre,fr Ligue 1,26-274,1996,17.7,718,897,80.0,14289,4288,261,293,89.1,285,339,84.1,136,205,66.3,2,3.0,2.9,-1.0,34,94,21,7,130,Matches,c9151d66
2218,Mamadou Sakho,fr FRA,DF,Montpellier,fr Ligue 1,33-023,1990,6.0,305,357,85.4,5209,1889,122,137,89.1,155,172,90.1,17,33,51.5,0,0.0,0.0,0.0,0,12,0,0,23,Matches,87935cf3
2219,Jacopo Sala,it ITA,MF,Spezia,it Serie A,31-093,1991,1.2,36,46,78.3,589,199,20,21,95.2,13,15,86.7,3,5,60.0,0,0.0,0.1,0.0,1,4,2,0,6,Matches,da5a981b
2220,Ibrahim Salah,be BEL,FWMF,Rennes,fr Ligue 1,21-190,2001,1.1,43,58,74.1,566,207,31,36,86.1,9,14,64.3,2,5,40.0,0,0.2,0.3,-0.2,3,3,3,1,7,Matches,cad3fd4d
2221,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,30-266,1992,24.7,517,683,75.7,6585,1998,329,392,83.9,130,172,75.6,20,33,60.6,7,5.5,4.4,+1.5,47,30,49,5,87,Matches,e342ad68
2222,Amine Salama,fr FRA,FWMF,Angers,fr Ligue 1,22-233,2000,13.7,233,318,73.3,3112,752,136,173,78.6,67,93,72.0,8,11,72.7,1,0.9,1.8,+0.1,7,17,9,1,19,Matches,bc7cc472
2223,William Saliba,fr FRA,DF,Arsenal,eng Premier League,21-349,2001,25.8,1632,1793,91.0,28630,11267,681,732,93.0,815,875,93.1,105,137,76.6,1,1.1,0.3,-0.1,6,110,3,0,97,Matches,972aeb2a
2224,Dikeni Salifou,tg TOG,MF,Werder Bremen,de Bundesliga,19-273,2003,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,e1830c52
2225,Mohammed Salisu,gh GHA,DF,Southampton,eng Premier League,23-325,1999,21.0,849,1156,73.4,15648,7132,344,395,87.1,414,524,79.0,85,201,42.3,1,0.6,0.5,+0.4,7,79,7,4,80,Matches,0b33f6ad
2226,Roland Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,25-290,1997,7.0,149,201,74.1,2090,424,88,105,83.8,43,58,74.1,8,17,47.1,0,0.5,0.3,-0.5,9,8,7,4,11,Matches,bf075f6b
2227,Yoann Salmier,gf GUF,DF,Troyes,fr Ligue 1,30-107,1992,22.9,913,1104,82.7,16379,6693,368,411,89.5,442,499,88.6,75,154,48.7,0,0.2,0.3,-0.2,2,74,1,0,88,Matches,c3725db2
2228,Salvi,es ESP,FWMF,Rayo Vallecano,es La Liga,31-343,1991,3.1,61,113,54.0,908,266,43,51,84.3,12,29,41.4,5,14,35.7,0,0.5,0.5,-0.5,3,3,5,2,8,Matches,405f267a
2229,Lazar Samardzic,de GER,MF,Udinese,it Serie A,21-012,2002,10.8,389,493,78.9,7537,2408,169,180,93.9,133,162,82.1,74,125,59.2,2,2.6,1.8,-0.6,29,46,13,2,64,Matches,217c93a1
2230,Diadie Samassékou,ml MLI,MFFW,Hoffenheim,de Bundesliga,27-056,1996,0.4,17,20,85.0,252,66,6,7,85.7,10,11,90.9,0,1,0.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches,08593525
2231,Mama Samba Baldé,gw GNB,FW,Troyes,fr Ligue 1,27-122,1995,20.3,241,352,68.5,3658,766,134,190,70.5,77,99,77.8,16,24,66.7,3,1.8,1.0,+1.2,19,19,7,0,36,Matches,fb14aa28
2232,Brice Samba,cg CGO,GK,Lens,fr Ligue 1,28-317,1994,26.0,667,856,77.9,17553,11793,149,149,100.0,285,291,97.9,220,400,55.0,0,0.0,0.0,0.0,0,11,1,0,1,Matches,60d90c55
2233,Albert Sambi Lokonga,be BEL,MF,Arsenal,eng Premier League,23-137,1999,2.2,132,140,94.3,2321,539,59,62,95.2,60,63,95.2,11,12,91.7,0,0.0,0.1,0.0,1,17,1,0,12,Matches,1b4f1169
2234,Albert Sambi Lokonga,be BEL,MF,Crystal Palace,eng Premier League,23-137,1999,3.2,135,157,86.0,2317,554,61,68,89.7,59,62,95.2,13,18,72.2,0,0.0,0.1,0.0,1,11,0,0,10,Matches,1b4f1169
2235,Junior Sambia,fr FRA,DF,Salernitana,it Serie A,26-182,1996,5.3,213,265,80.4,3151,1307,118,132,89.4,75,89,84.3,10,26,38.5,0,0.8,0.4,-0.8,3,11,8,1,24,Matches,24eb7ed6
2236,Samuel,br BRA,FWMF,Valencia,es La Liga,23-075,1999,22.4,600,788,76.1,8138,1821,364,419,86.9,176,229,76.9,24,50,48.0,0,1.1,2.0,-1.1,17,30,20,5,66,Matches,2a295d33
2237,Fede San Emeterio,es ESP,MF,Cádiz,es La Liga,25-357,1997,12.0,319,403,79.2,5325,1464,162,186,87.1,122,144,84.7,26,46,56.5,0,0.0,0.1,0.0,1,28,1,0,22,Matches,efecd633
2238,Antonio Sanabria,py PAR,FW,Torino,it Serie A,27-004,1996,15.1,301,396,76.0,4077,514,191,231,82.7,79,109,72.5,11,14,78.6,2,2.0,0.8,0.0,14,19,8,0,27,Matches,0a447501
2239,Leandro Sanca,pt POR,FWMF,Spezia,it Serie A,23-063,2000,0.4,9,12,75.0,171,27,4,5,80.0,2,4,50.0,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,4295f19c
2240,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,22-317,2000,18.5,524,631,83.0,7652,1941,308,342,90.1,168,199,84.4,29,41,70.7,0,2.1,1.4,-2.1,25,56,16,0,97,Matches,bdb624a3
2241,Renato Sanches,pt POR,MF,Paris S-G,fr Ligue 1,25-202,1997,4.7,376,409,91.9,6309,1481,186,202,92.1,148,153,96.7,34,38,89.5,0,1.1,0.6,-1.1,7,36,2,0,35,Matches,032f894e
2242,Alexis Sánchez,cl CHI,FW,Marseille,fr Ligue 1,34-079,1988,19.1,473,631,75.0,7659,1783,236,301,78.4,154,197,78.2,49,68,72.1,1,4.1,3.8,-3.1,35,42,46,3,88,Matches,2c0f8e9e
2243,Antonio Sánchez,es ESP,MF,Mallorca,es La Liga,26-066,1997,7.2,212,280,75.7,3775,809,97,118,82.2,82,100,82.0,25,36,69.4,0,0.5,0.6,-0.5,3,17,4,2,26,Matches,a254bbe0
2244,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,26-269,1996,6.4,356,406,87.7,6434,1902,127,133,95.5,208,224,92.9,18,40,45.0,0,0.1,0.2,-0.1,1,28,1,1,25,Matches,da7b447d
2245,Iván Sánchez,es ESP,MFFW,Valladolid,es La Liga,30-166,1992,9.8,305,376,81.1,5020,1442,141,161,87.6,127,141,90.1,24,41,58.5,0,1.3,1.4,-1.3,12,28,11,6,48,Matches,70107d4d
2246,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,25-359,1997,18.4,685,830,82.5,13747,4871,229,258,88.8,352,382,92.1,93,159,58.5,0,0.0,0.4,0.0,1,40,2,0,51,Matches,60359288
2247,Manuel Sánchez,es ESP,DF,Osasuna,es La Liga,22-196,2000,12.5,477,590,80.8,6938,2301,288,322,89.4,147,184,79.9,29,54,53.7,1,1.1,1.8,-0.1,13,41,17,12,55,Matches,ffacd3d5
2248,Robert Sánchez,es ESP,GK,Brighton,eng Premier League,25-110,1997,22.0,571,748,76.3,13022,8424,184,185,99.5,274,283,96.8,106,265,40.0,0,0.0,0.0,0.0,0,11,0,0,0,Matches,6a713852
2249,Jadon Sancho,eng ENG,FWMF,Manchester Utd,eng Premier League,22-348,2000,9.5,308,372,82.8,3764,881,212,239,88.7,69,80,86.3,7,14,50.0,1,1.6,1.6,-0.6,22,8,19,0,36,Matches,dbf053da
2250,Alex Sandro,br BRA,DF,Juventus,it Serie A,32-041,1991,16.2,892,1025,87.0,16065,5267,382,413,92.5,403,441,91.4,92,132,69.7,1,0.9,0.6,+0.1,10,71,5,2,85,Matches,0d82903c
2251,Leroy Sané,de GER,FWMF,Bayern Munich,de Bundesliga,27-056,1996,14.5,609,748,81.4,8262,2109,373,434,85.9,183,215,85.1,25,43,58.1,3,2.7,3.4,+0.3,21,40,30,0,90,Matches,2b114be3
2252,Sidi Sané,de GER,FW,Schalke 04,de Bundesliga,19-321,2003,0.3,7,7,100.0,103,6,1,1,100.0,3,3,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,6a52a6c6
2253,Morgan Sanson,fr FRA,MF,Aston Villa,eng Premier League,28-202,1994,0.1,5,7,71.4,55,12,3,4,75.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches,6e7f1353
2254,Morgan Sanson,fr FRA,MF,Strasbourg,fr Ligue 1,28-202,1994,4.6,98,131,74.8,1499,395,52,63,82.5,33,40,82.5,7,15,46.7,1,0.3,0.5,+0.7,5,12,4,2,9,Matches,6e7f1353
2255,Nicola Sansone,it ITA,FW,Bologna,it Serie A,31-179,1991,4.7,83,114,72.8,1128,230,45,55,81.8,24,31,77.4,4,9,44.4,0,0.0,0.2,0.0,1,4,2,0,6,Matches,7eb97a8e
2256,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,27-364,1995,12.5,743,868,85.6,14470,3666,272,310,87.7,353,396,89.1,99,128,77.3,0,0.6,1.1,-0.6,10,93,4,0,96,Matches,5e22e2a4
2257,Riccardo Saponara,it ITA,FW,Fiorentina,it Serie A,31-077,1991,8.9,244,330,73.9,3467,955,159,185,85.9,65,90,72.2,10,23,43.5,2,2.9,1.8,-0.9,15,19,21,4,38,Matches,3bb7af3b
2258,Pablo Sarabia,es ESP,FWMF,Wolves,eng Premier League,30-301,1992,5.2,149,203,73.4,2178,661,92,102,90.2,36,51,70.6,15,31,48.4,0,0.7,0.7,-0.7,8,16,7,4,20,Matches,9744ff80
2259,Pablo Sarabia,es ESP,FWMF,Paris S-G,fr Ligue 1,30-301,1992,4.1,147,187,78.6,2118,609,81,94,86.2,49,56,87.5,6,16,37.5,0,1.3,1.1,-1.3,10,14,7,0,18,Matches,9744ff80
2260,Muhammed Saracevic Cham,at AUT,MF,Clermont Foot,fr Ligue 1,22-163,2000,15.4,546,702,77.8,8836,2254,272,320,85.0,187,222,84.2,54,94,57.4,2,1.8,2.4,+0.2,23,46,21,1,68,Matches,f527a32c
2261,Jeremy Sarmiento,ec ECU,MF,Brighton,eng Premier League,20-265,2002,1.9,51,65,78.5,676,177,30,36,83.3,16,19,84.2,1,2,50.0,1,0.2,0.3,+0.8,2,4,5,1,11,Matches,ac0d576d
2262,Amin Sarr,se SWE,FW,Lyon,fr Ligue 1,21-362,2001,2.9,37,56,66.1,511,112,23,36,63.9,7,13,53.8,3,3,100.0,0,0.1,0.1,-0.1,1,4,3,0,6,Matches,d5326924
2263,Malang Sarr,fr FRA,DF,Monaco,fr Ligue 1,24-044,1999,7.0,412,461,89.4,8606,2828,120,130,92.3,230,240,95.8,58,77,75.3,0,0.0,0.1,0.0,1,47,1,0,48,Matches,4315f30d
2264,Martin Satriano,uy URU,FW,Empoli,it Serie A,22-016,2001,16.0,217,325,66.8,2905,541,121,162,74.7,67,98,68.4,9,20,45.0,1,1.2,1.3,-0.2,13,15,7,1,19,Matches,86383d0e
2265,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,31-076,1991,20.0,867,1220,71.1,16087,6080,387,453,85.4,270,345,78.3,159,331,48.0,1,3.9,4.5,-2.9,41,124,38,7,153,Matches,6bde367b
2266,Esteban Saveljich,me MNE,FW,Rayo Vallecano,es La Liga,31-292,1991,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,79f2a5f5
2267,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,32-059,1991,15.6,777,879,88.4,14547,5763,298,317,94.0,386,429,90.0,83,108,76.9,0,0.0,0.1,0.0,1,50,1,0,65,Matches,f6ac68c1
2268,Joe Scally,us USA,DF,M'Gladbach,de Bundesliga,20-067,2002,18.9,730,909,80.3,11516,3394,383,431,88.9,290,338,85.8,47,89,52.8,0,1.0,1.9,-1.0,9,29,13,7,48,Matches,236f02cd
2269,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,19-087,2003,14.6,663,835,79.4,10940,4833,344,391,88.0,248,289,85.8,56,116,48.3,0,0.1,0.5,-0.1,3,76,10,2,92,Matches,1e9aa637
2270,Gianluca Scamacca,it ITA,FW,West Ham,eng Premier League,24-066,1999,10.3,118,177,66.7,2014,378,63,85,74.1,31,52,59.6,17,21,81.0,0,0.7,0.5,-0.7,13,14,5,1,17,Matches,8790f988
2271,Gustavo Scarpa,br BRA,MFFW,Nott'ham Forest,eng Premier League,29-062,1994,1.8,45,65,69.2,968,374,15,18,83.3,22,26,84.6,7,11,63.6,0,0.0,0.0,0.0,1,9,0,0,10,Matches,2964fd20
2272,Kevin Schade,de GER,FWMF,Brentford,eng Premier League,21-101,2001,0.8,13,21,61.9,144,18,8,11,72.7,3,6,50.0,0,1,0.0,1,0.4,0.1,+0.6,1,0,0,0,0,Matches,52afb588
2273,Kevin Schade,de GER,FWMF,Freiburg,de Bundesliga,21-101,2001,2.0,26,55,47.3,326,84,14,25,56.0,8,13,61.5,0,1,0.0,0,0.0,0.5,0.0,0,5,1,0,3,Matches,52afb588
2274,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,23-329,1999,8.4,165,225,73.3,2541,542,86,104,82.7,66,81,81.5,7,21,33.3,0,0.2,0.6,-0.2,3,21,2,1,22,Matches,049751d7
2275,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,31-078,1991,21.8,860,1141,75.4,17848,7108,291,344,84.6,433,509,85.1,131,262,50.0,0,1.0,1.3,-1.0,12,89,13,1,94,Matches,c8aa95da
2276,Derry Scherhant,de GER,FW,Hertha BSC,de Bundesliga,20-118,2002,2.1,18,26,69.2,198,36,8,11,72.7,6,10,60.0,0,0,,0,0.1,0.0,-0.1,1,0,0,0,1,Matches,93cba339
2277,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,27-043,1996,10.5,176,254,69.3,2159,444,109,154,70.8,48,70,68.6,3,5,60.0,1,0.6,0.4,+0.4,10,4,7,1,12,Matches,5d4f7d61
2278,Kingsley Schindler,de GER,DFMF,Köln,de Bundesliga,29-239,1993,7.7,211,345,61.2,3893,1561,83,106,78.3,100,151,66.2,23,57,40.4,0,0.3,0.4,-0.3,4,21,7,2,32,Matches,bd527260
2279,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,25-161,1997,16.3,750,902,83.1,13146,3912,362,401,90.3,313,357,87.7,73,105,69.5,1,0.7,1.2,+0.3,7,82,10,1,72,Matches,8f056768
2280,Keven Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,25-314,1997,0.2,6,6,100.0,87,17,3,3,100.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,f6bdc830
2281,Keven Schlotterbeck,de GER,DF,Bochum,de Bundesliga,25-314,1997,6.2,171,250,68.4,3614,1282,51,72,70.8,97,126,77.0,22,48,45.8,0,0.3,0.1,-0.3,3,13,1,0,14,Matches,f6bdc830
2282,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,23-097,1999,22.3,1422,1658,85.8,28495,9918,502,543,92.4,723,782,92.5,186,293,63.5,4,1.2,1.1,+2.8,12,122,9,0,142,Matches,34e12499
2283,Jeffrey Schlupp,gh GHA,MFFW,Crystal Palace,eng Premier League,30-075,1992,19.9,519,685,75.8,8420,2164,252,311,81.0,206,247,83.4,43,80,53.8,0,0.6,0.7,-0.6,8,42,6,0,66,Matches,3312f911
2284,Kasper Schmeichel,dk DEN,GK,Nice,fr Ligue 1,36-123,1986,24.0,628,824,76.2,17697,13073,112,112,100.0,274,282,97.2,237,423,56.0,0,0.3,0.0,-0.3,2,5,0,0,0,Matches,53af52f3
2285,Romano Schmid,at AUT,MF,Werder Bremen,de Bundesliga,23-040,2000,11.8,413,553,74.7,6151,2130,231,287,80.5,129,158,81.6,32,53,60.4,2,0.9,1.6,+1.1,13,41,16,2,55,Matches,220ace7e
2286,Niklas Schmidt,de GER,MF,Werder Bremen,de Bundesliga,25-007,1998,8.4,314,431,72.9,6088,1661,139,166,83.7,111,145,76.6,58,90,64.4,0,0.8,1.0,-0.8,10,42,15,4,38,Matches,b9ae8560
2287,Benno Schmitz,de GER,DF,Köln,de Bundesliga,28-111,1994,18.2,618,996,62.0,10945,5687,272,330,82.4,277,430,64.4,60,169,35.5,0,1.9,2.1,-1.9,13,65,27,13,88,Matches,ad00b1a8
2288,Jerdy Schouten,nl NED,MF,Bologna,it Serie A,26-055,1997,16.6,643,763,84.3,10494,3151,330,374,88.2,244,285,85.6,52,69,75.4,2,1.1,0.7,+0.9,9,63,5,0,73,Matches,2cfae697
2289,Perr Schuurs,nl NED,DF,Torino,it Serie A,23-102,1999,16.1,654,742,88.1,12890,3908,191,210,91.0,398,428,93.0,60,84,71.4,2,0.4,0.5,+1.6,5,19,1,0,39,Matches,e613313c
2290,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,27-317,1995,23.0,766,956,80.1,19785,12297,111,112,99.1,462,470,98.3,193,371,52.0,0,0.0,0.0,0.0,0,12,1,0,0,Matches,87436846
2291,Alexander Schwolow,de GER,GK,Schalke 04,de Bundesliga,30-279,1992,17.0,425,637,66.7,14134,11413,70,71,98.6,175,178,98.3,178,383,46.5,0,0.1,0.1,-0.1,1,23,1,0,0,Matches,0d55d942
2292,Demba Seck,sn SEN,FWMF,Torino,it Serie A,22-026,2001,4.2,88,117,75.2,1210,248,57,62,91.9,28,37,75.7,2,5,40.0,0,0.2,0.2,-0.2,5,6,3,0,12,Matches,16463a79
2293,Haris Seferović,ch SUI,FWMF,Celta Vigo,es La Liga,31-014,1992,2.1,25,47,53.2,324,71,15,24,62.5,4,11,36.4,2,4,50.0,0,0.2,0.2,-0.2,2,2,1,0,2,Matches,a45eac1f
2294,Jacopo Segre,it ITA,DF,Torino,it Serie A,26-019,1997,0.2,8,9,88.9,103,22,6,7,85.7,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,3cb132e6
2295,Paul Seguin,de GER,MF,Union Berlin,de Bundesliga,27-344,1995,5.7,177,260,68.1,2997,874,76,99,76.8,80,106,75.5,14,37,37.8,3,2.0,2.3,+1.0,10,16,15,8,34,Matches,8872ed17
2296,Alidu Seidu,gh GHA,DF,Clermont Foot,fr Ligue 1,22-277,2000,19.5,805,952,84.6,14073,4510,349,376,92.8,356,408,87.3,74,123,60.2,0,0.5,0.6,-0.5,6,37,10,6,45,Matches,cea59f02
2297,Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,28-047,1995,3.1,41,68,60.3,456,160,25,33,75.8,9,16,56.3,0,1,0.0,1,0.9,0.6,+0.1,4,5,0,0,5,Matches,1238a3f9
2298,Davie Selke,de GER,FW,Köln,de Bundesliga,28-047,1995,2.5,22,49,44.9,269,35,14,27,51.9,7,14,50.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,1,Matches,1238a3f9
2299,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,31-010,1992,26.0,474,687,69.0,13431,10244,90,90,100.0,210,216,97.2,171,376,45.5,0,0.3,0.0,-0.3,1,10,0,0,0,Matches,834b5c4c
2300,Nélson Semedo,pt POR,DF,Wolves,eng Premier League,29-112,1993,18.1,751,923,81.4,11594,3896,424,464,91.4,274,337,81.3,42,80,52.5,1,0.6,0.7,+0.4,9,58,11,5,71,Matches,d04b94db
2301,Vivaldo Semedo,pt POR,FW,Udinese,it Serie A,18-039,2005,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,b6baba31
2302,Antoine Semenyo,gh GHA,FWMF,Bournemouth,eng Premier League,23-060,2000,2.2,21,36,58.3,366,113,11,20,55.0,8,9,88.9,2,4,50.0,0,0.0,0.0,0.0,1,1,0,0,4,Matches,efd2ec23
