Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
781,Edin Džeko,ba BIH,FW,Inter,it Serie A,36-356,1986,25,17,1530,17.0,7,3,10,7,0,0,3,0,8.6,8.6,3.0,11.6,24,60,122,0.41,0.18,0.59,0.41,0.59,0.50,0.18,0.68,0.50,0.68,Matches,3bb7f478
782,Malcolm Ebiowei,eng ENG,MFFW,Crystal Palace,eng Premier League,19-185,2003,3,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,fa9fa773
783,Festy Ebosele,ie IRL,DFFW,Udinese,it Serie A,20-218,2002,7,1,137,1.5,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,12,12,10,0.00,0.00,0.00,0.00,0.00,0.11,0.02,0.13,0.11,0.13,Matches,dbfa4f16
784,Enzo Ebosse,cm CMR,DF,Udinese,it Serie A,23-362,1999,20,9,930,10.3,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,11,51,20,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,9ba7b4fa
785,Tyronne Ebuehi,ng NGA,DF,Empoli,it Serie A,27-082,1995,15,11,980,10.9,1,1,2,1,0,0,0,0,1.8,1.8,0.3,2.1,11,13,26,0.09,0.09,0.18,0.09,0.18,0.16,0.03,0.19,0.16,0.19,Matches,6af30900
786,Ederson,br BRA,GK,Manchester City,eng Premier League,29-203,1993,26,26,2340,26.0,0,1,1,0,0,0,2,0,0.0,0.0,0.2,0.2,0,0,0,0.00,0.04,0.04,0.00,0.04,0.00,0.01,0.01,0.00,0.01,Matches,3bb7b8b4
787,Éderson,br BRA,MF,Atalanta,it Serie A,23-244,1999,22,14,1266,14.1,1,0,1,1,0,0,3,0,1.4,1.4,1.5,2.9,20,50,35,0.07,0.00,0.07,0.07,0.07,0.10,0.11,0.21,0.10,0.21,Matches,a9202def
788,Odsonne Édouard,fr FRA,FW,Crystal Palace,eng Premier League,25-051,1998,22,12,1124,12.5,3,2,5,3,0,0,3,0,2.8,2.8,0.9,3.7,20,29,61,0.24,0.16,0.40,0.24,0.40,0.23,0.07,0.30,0.23,0.30,Matches,0562b7f1
789,Samuel Edozie,eng ENG,FWMF,Southampton,eng Premier League,20-039,2003,15,5,541,6.0,0,0,0,0,0,0,0,0,0.9,0.9,0.3,1.2,22,11,34,0.00,0.00,0.00,0.00,0.00,0.15,0.06,0.20,0.15,0.20,Matches,007414dd
790,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,26-090,1996,22,18,1650,18.3,0,2,2,0,0,0,4,0,0.4,0.4,0.9,1.4,17,61,28,0.00,0.11,0.11,0.00,0.11,0.02,0.05,0.07,0.02,0.07,Matches,beb882a8
791,Lilian Egloff,de GER,MFFW,Stuttgart,de Bundesliga,20-200,2002,10,2,241,2.7,0,0,0,0,0,0,1,0,0.4,0.4,0.4,0.7,8,7,22,0.00,0.00,0.00,0.00,0.00,0.13,0.15,0.28,0.13,0.28,Matches,2f7fec15
792,Íñigo Eguaras,es ESP,MF,Almería,es La Liga,31-001,1992,17,8,710,7.9,1,1,2,1,0,0,4,0,0.9,0.9,0.6,1.4,4,51,7,0.13,0.13,0.25,0.13,0.25,0.11,0.07,0.18,0.11,0.18,Matches,3e93f8cf
793,Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,27-287,1995,19,8,892,9.9,1,0,1,1,0,0,5,0,0.9,0.9,0.5,1.4,20,32,45,0.10,0.00,0.10,0.10,0.10,0.09,0.05,0.14,0.09,0.14,Matches,76b2817e
794,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,27-287,1995,1,1,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,3,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,76b2817e
795,Chidera Ejuke,ng NGA,FWMF,Hertha BSC,de Bundesliga,25-065,1998,15,9,790,8.8,0,3,3,0,0,0,0,0,1.4,1.4,1.1,2.5,33,36,62,0.00,0.34,0.34,0.00,0.34,0.16,0.13,0.29,0.16,0.29,Matches,e7f3e8a7
796,Albin Ekdal,se SWE,MF,Spezia,it Serie A,33-223,1989,18,8,844,9.4,0,2,2,0,0,0,4,1,0.9,0.9,1.3,2.1,4,38,8,0.00,0.21,0.21,0.00,0.21,0.09,0.14,0.23,0.09,0.23,Matches,f503ea63
797,Hugo Ekitike,fr FRA,FW,Paris S-G,fr Ligue 1,20-261,2002,17,8,782,8.7,3,3,6,3,0,0,0,0,2.5,2.5,1.1,3.6,16,14,54,0.35,0.35,0.69,0.35,0.69,0.29,0.13,0.41,0.29,0.41,Matches,5b92d896
798,Emmanuel Ekong,se SWE,FWMF,Empoli,it Serie A,20-256,2002,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,Matches,c20892ee
799,Anthony Elanga,se SWE,FW,Manchester Utd,eng Premier League,20-315,2002,16,5,426,4.7,0,1,1,0,0,0,0,0,0.7,0.7,0.9,1.6,12,8,28,0.00,0.21,0.21,0.00,0.21,0.15,0.19,0.34,0.15,0.34,Matches,2fba6108
800,Alberth Elis,hn HON,MFFW,Brest,fr Ligue 1,27-024,1996,6,2,226,2.5,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,4,3,12,0.00,0.00,0.00,0.00,0.00,0.10,0.07,0.17,0.10,0.17,Matches,104b4ad3
801,Mikael Ellertsson,is ISL,MFDF,Spezia,it Serie A,20-362,2002,11,1,171,1.9,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.2,3,3,4,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.08,0.07,0.08,Matches,c55967eb
802,Harvey Elliott,eng ENG,MFFW,Liverpool,eng Premier League,19-338,2003,25,15,1383,15.4,1,2,3,1,0,0,1,0,1.7,1.7,3.2,4.9,45,109,112,0.07,0.13,0.20,0.07,0.20,0.11,0.21,0.32,0.11,0.32,Matches,c8387671
803,Elif Elmas,mk MKD,MFFW,Napoli,it Serie A,23-165,1999,24,7,968,10.8,6,1,7,5,1,1,3,0,3.4,2.6,1.3,3.9,25,38,54,0.56,0.09,0.65,0.46,0.56,0.32,0.12,0.44,0.24,0.36,Matches,cf007308
804,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,30-240,1992,5,1,113,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,47a34c4f
805,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,28-345,1994,16,12,1028,11.4,0,1,1,0,0,0,4,1,0.6,0.6,1.0,1.6,15,38,14,0.00,0.09,0.09,0.00,0.09,0.05,0.09,0.14,0.05,0.14,Matches,f7dc2ae5
806,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,26-159,1996,21,21,1845,20.5,3,0,3,3,0,0,1,0,1.8,1.8,0.3,2.2,13,55,4,0.15,0.00,0.15,0.15,0.15,0.09,0.02,0.11,0.09,0.11,Matches,48035304
807,Rodrigo Ely,br BRA,DF,Almería,es La Liga,29-125,1993,23,23,1985,22.1,0,0,0,0,0,0,5,1,0.6,0.6,0.2,0.7,6,32,3,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.03,0.03,0.03,Matches,fd47b4f2
808,Sepe Elye Wahi,fr FRA,FW,Montpellier,fr Ligue 1,20-065,2003,22,20,1722,19.1,9,1,10,9,0,0,5,1,5.9,5.9,1.0,7.0,36,18,134,0.47,0.05,0.52,0.47,0.52,0.31,0.05,0.36,0.31,0.36,Matches,0d7b6576
809,Mohamed Elyounoussi,no NOR,MFFW,Southampton,eng Premier League,28-216,1994,23,19,1608,17.9,0,1,1,0,0,0,3,0,2.6,2.6,2.0,4.5,34,33,77,0.00,0.06,0.06,0.00,0.06,0.14,0.11,0.25,0.14,0.25,Matches,68dc0dac
810,Adri Embarba,es ESP,FWMF,Almería,es La Liga,30-305,1992,19,11,891,9.9,1,3,4,1,0,0,5,1,1.6,1.6,2.4,4.0,38,27,76,0.10,0.30,0.40,0.10,0.40,0.16,0.24,0.40,0.16,0.40,Matches,db8f0eba
811,Adri Embarba,es ESP,FW,Espanyol,es La Liga,30-305,1992,1,0,35,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,2,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,Matches,db8f0eba
812,Breel Embolo,ch SUI,FW,Monaco,fr Ligue 1,26-022,1997,26,18,1636,18.2,12,2,14,12,0,1,2,0,8.1,7.2,3.2,10.4,21,44,132,0.66,0.11,0.77,0.66,0.77,0.44,0.18,0.62,0.39,0.57,Matches,0b4f388a
813,Emerson,br BRA,DF,Tottenham,eng Premier League,24-053,1999,21,16,1386,15.4,2,1,3,2,0,0,2,1,1.5,1.5,0.6,2.2,43,70,95,0.13,0.06,0.19,0.13,0.19,0.10,0.04,0.14,0.10,0.14,Matches,df8b52a5
814,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,25-280,1997,20,10,923,10.3,5,0,5,5,0,0,3,0,5.3,5.3,0.1,5.4,9,5,45,0.49,0.00,0.49,0.49,0.49,0.51,0.01,0.52,0.51,0.52,Matches,04e17fd5
815,Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,30-027,1993,22,22,1932,21.5,3,2,5,3,0,0,0,0,2.4,2.4,2.1,4.6,20,99,48,0.14,0.09,0.23,0.14,0.23,0.11,0.10,0.21,0.11,0.21,Matches,c149016b
816,Arne Engels,be BEL,MF,Augsburg,de Bundesliga,19-181,2003,8,8,691,7.7,0,2,2,0,0,0,3,0,0.2,0.2,1.7,1.9,5,37,8,0.00,0.26,0.26,0.00,0.26,0.02,0.22,0.24,0.02,0.24,Matches,554bcc91
817,Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,31-022,1992,19,18,1489,16.5,1,7,8,1,0,0,3,0,2.7,2.7,3.0,5.7,16,104,42,0.06,0.42,0.48,0.06,0.48,0.16,0.18,0.34,0.16,0.34,Matches,980522ec
818,Martin Erlic,hr CRO,DF,Sassuolo,it Serie A,25-043,1998,18,18,1581,17.6,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,4,40,0,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,Matches,0fee6bda
819,Gonzalo Escalante,ar ARG,MF,Cremonese,it Serie A,29-346,1993,9,7,555,6.2,0,1,1,0,0,0,0,1,0.2,0.2,0.2,0.4,3,30,8,0.00,0.16,0.16,0.00,0.16,0.03,0.04,0.07,0.03,0.07,Matches,3f79a1c8
820,Gonzalo Escalante,ar ARG,MF,Cádiz,es La Liga,29-346,1993,6,5,451,5.0,2,0,2,2,0,0,2,0,1.1,1.1,0.3,1.4,1,18,2,0.40,0.00,0.40,0.40,0.40,0.22,0.07,0.29,0.22,0.29,Matches,3f79a1c8
821,Sergio Escudero,es ESP,DF,Valladolid,es La Liga,33-187,1989,12,11,865,9.6,0,0,0,0,0,0,3,0,0.6,0.6,0.5,1.1,8,24,25,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.11,0.06,0.11,Matches,b0616e3d
822,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,31-062,1992,23,22,1952,21.7,0,3,3,0,0,0,6,0,0.5,0.5,1.0,1.5,29,65,77,0.00,0.14,0.14,0.00,0.14,0.02,0.05,0.07,0.02,0.07,Matches,db001fa9
823,Bernardo Espinosa,co COL,DF,Girona,es La Liga,33-240,1989,13,10,842,9.4,0,1,1,0,0,0,3,0,0.5,0.5,0.0,0.6,4,19,2,0.00,0.11,0.11,0.00,0.11,0.06,0.00,0.06,0.06,0.06,Matches,4242011c
824,Salvatore Esposito,it ITA,MF,Spezia,it Serie A,22-152,2000,4,2,190,2.1,0,0,0,0,0,0,3,1,0.0,0.0,0.1,0.1,1,11,1,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.04,0.02,0.04,Matches,5cf5c9ad
825,Maxime Estève,fr FRA,DF,Montpellier,fr Ligue 1,20-286,2002,19,15,1362,15.1,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.5,9,38,1,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.03,0.03,0.03,Matches,1a066e69
826,Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,25-046,1998,20,17,1397,15.5,0,3,3,0,0,0,3,0,0.3,0.3,2.7,3.1,53,87,103,0.00,0.19,0.19,0.00,0.19,0.02,0.18,0.20,0.02,0.20,Matches,d38fdf53
827,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,35-064,1988,9,9,810,9.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,6,31,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,f8fcd2a5
828,Edu Expósito,es ESP,MF,Espanyol,es La Liga,26-219,1996,20,11,951,10.6,2,2,4,2,0,0,3,0,0.5,0.5,1.8,2.3,14,55,47,0.19,0.19,0.38,0.19,0.38,0.05,0.17,0.22,0.05,0.22,Matches,283c7121
829,Eberechi Eze,eng ENG,MFFW,Crystal Palace,eng Premier League,24-252,1998,25,20,1671,18.6,4,3,7,4,0,0,2,0,3.2,3.2,2.8,5.9,42,71,66,0.22,0.16,0.38,0.22,0.38,0.17,0.15,0.32,0.17,0.32,Matches,ae4fc6a4
830,Nicolás Ezequiel Fernández,ar ARG,MFDF,Elche,es La Liga,23-056,2000,10,2,321,3.6,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.4,7,17,21,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.10,0.01,0.10,Matches,3409de86
831,Abdessamad Ezzalzouli,ma MAR,FWMF,Osasuna,es La Liga,21-081,2001,17,10,758,8.4,1,2,3,1,0,0,3,1,1.1,1.1,1.3,2.4,46,22,73,0.12,0.24,0.36,0.12,0.36,0.13,0.15,0.28,0.13,0.28,Matches,bed68338
832,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,37-324,1985,24,24,2031,22.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,9328b835
833,Fabinho,br BRA,MF,Liverpool,eng Premier League,29-136,1993,23,18,1621,18.0,0,0,0,0,0,0,6,0,0.3,0.3,0.8,1.1,9,96,20,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,Matches,7f3b388c
834,Fábio,br BRA,DFMF,Nantes,fr Ligue 1,32-242,1990,6,3,224,2.5,0,0,0,0,0,0,1,1,0.2,0.2,0.6,0.8,4,11,18,0.00,0.00,0.00,0.00,0.00,0.08,0.24,0.32,0.08,0.32,Matches,bc7b4580
835,Noah Fadiga,sn SEN,DF,Brest,fr Ligue 1,23-095,1999,16,13,1023,11.4,1,0,1,1,0,0,2,0,0.6,0.6,0.1,0.7,33,47,28,0.09,0.00,0.09,0.09,0.09,0.05,0.01,0.06,0.05,0.06,Matches,83f03b07
836,Wout Faes,be BEL,DF,Leicester City,eng Premier League,24-339,1998,19,19,1710,19.0,0,0,0,0,0,0,3,0,0.5,0.5,0.4,0.9,5,52,1,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches,9c221d14
837,Wout Faes,be BEL,DF,Reims,fr Ligue 1,24-339,1998,3,3,270,3.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,8,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,9c221d14
838,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,22-024,2001,16,8,775,8.6,2,2,4,2,0,0,1,0,0.4,0.4,0.8,1.2,16,28,28,0.23,0.23,0.46,0.23,0.46,0.05,0.09,0.14,0.05,0.14,Matches,366be751
839,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,34-162,1988,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,1e43fad8
840,Romain Faivre,fr FRA,FW,Lorient,fr Ligue 1,24-237,1998,5,3,311,3.5,1,0,1,1,0,0,0,0,1.2,1.2,0.2,1.4,20,21,18,0.29,0.00,0.29,0.29,0.29,0.35,0.06,0.41,0.35,0.41,Matches,745ca0a3
841,Romain Faivre,fr FRA,MF,Lyon,fr Ligue 1,24-237,1998,10,3,300,3.3,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.5,14,24,16,0.00,0.30,0.30,0.00,0.30,0.05,0.09,0.14,0.05,0.14,Matches,745ca0a3
842,Radamel Falcao,co COL,FWMF,Rayo Vallecano,es La Liga,37-026,1986,19,3,484,5.4,2,0,2,1,1,1,4,0,2.7,1.9,0.1,2.0,0,13,40,0.37,0.00,0.37,0.19,0.19,0.49,0.02,0.51,0.35,0.36,Matches,66116290
843,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,27-330,1995,25,25,2250,25.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,9f5a610b
844,Fali,es ESP,DFMF,Cádiz,es La Liga,29-208,1993,17,15,1182,13.1,0,0,0,0,0,0,4,0,0.4,0.4,0.2,0.6,2,38,7,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches,72a84002
845,Mamadou Fall,sn SEN,DF,Villarreal,es La Liga,20-107,2002,1,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,805a2a11
846,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,31-134,1991,11,9,640,7.1,0,2,2,0,0,0,4,0,1.3,1.3,0.7,2.0,5,28,12,0.00,0.28,0.28,0.00,0.28,0.18,0.09,0.27,0.18,0.27,Matches,aae9d04a
847,Ansu Fati,es ESP,FW,Barcelona,es La Liga,20-128,2002,22,9,923,10.3,3,3,6,3,0,0,2,0,6.1,6.1,1.0,7.1,26,24,117,0.29,0.29,0.59,0.29,0.59,0.59,0.10,0.69,0.59,0.69,Matches,0ba976e4
848,Khalil Fayad,fr FRA,MF,Montpellier,fr Ligue 1,18-272,2004,17,5,514,5.7,0,2,2,0,0,0,1,1,0.4,0.4,1.0,1.4,5,14,8,0.00,0.35,0.35,0.00,0.35,0.07,0.18,0.25,0.07,0.25,Matches,faf00ab8
849,Cheikh Faye,sn SEN,FW,Montpellier,fr Ligue 1,24-040,1999,2,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,4b792f35
850,Federico Fazio,ar ARG,DF,Salernitana,it Serie A,35-356,1987,12,12,1059,11.8,1,0,1,1,0,0,2,1,0.7,0.7,0.1,0.8,13,40,4,0.08,0.00,0.08,0.08,0.08,0.06,0.01,0.07,0.06,0.07,Matches,4e358a2d
851,Jacopo Fazzini,it ITA,MF,Empoli,it Serie A,19-357,2003,12,2,265,2.9,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.6,4,6,15,0.00,0.00,0.00,0.00,0.00,0.05,0.15,0.20,0.05,0.20,Matches,06b08c45
852,Zouhair Feddal,ma MAR,DF,Valladolid,es La Liga,34-066,1989,8,4,375,4.2,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,0,5,0,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08,Matches,89151b16
853,Nabil Fekir,fr FRA,MF,Betis,es La Liga,29-233,1993,15,12,961,10.7,2,2,4,1,1,1,4,1,2.4,1.6,2.6,4.2,41,42,75,0.19,0.19,0.37,0.09,0.28,0.22,0.24,0.46,0.15,0.39,Matches,bece776f
854,Felipe,br BRA,DF,Nott'ham Forest,eng Premier League,33-296,1989,4,3,354,3.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,6,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,51a3c4c8
855,Felipe,br BRA,DF,Atlético Madrid,es La Liga,33-296,1989,3,2,194,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,20,1,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches,51a3c4c8
856,Luiz Felipe,it ITA,DF,Betis,es La Liga,25-351,1997,14,13,1032,11.5,0,0,0,0,0,0,1,3,0.2,0.2,0.1,0.3,1,23,0,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches,15d0c248
857,João Félix,pt POR,MFFW,Chelsea,eng Premier League,23-118,1999,5,5,386,4.3,1,0,1,1,0,0,0,1,2.0,2.0,0.4,2.4,13,25,36,0.23,0.00,0.23,0.23,0.23,0.47,0.10,0.57,0.47,0.57,Matches,8aafd64f
858,João Félix,pt POR,FWMF,Atlético Madrid,es La Liga,23-118,1999,14,7,650,7.2,4,3,7,4,0,0,5,0,2.8,2.8,1.5,4.3,17,27,42,0.55,0.42,0.97,0.55,0.97,0.39,0.20,0.59,0.39,0.59,Matches,8aafd64f
859,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,25-180,1997,13,10,976,10.8,0,1,1,0,0,0,1,0,0.1,0.1,0.2,0.4,9,36,4,0.00,0.09,0.09,0.00,0.09,0.01,0.02,0.03,0.01,0.03,Matches,677da306
860,Kiko Femenía,es ESP,DF,Villarreal,es La Liga,32-034,1991,14,10,893,9.9,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,26,45,42,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches,e5d01ecf
861,Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,18-140,2004,8,4,387,4.3,3,2,5,3,0,0,1,0,1.9,1.9,0.3,2.2,4,5,24,0.70,0.47,1.16,0.70,1.16,0.45,0.06,0.51,0.45,0.51,Matches,4596da74
862,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,23-196,1999,19,16,1359,15.1,3,0,3,3,0,0,3,0,3.0,3.0,0.8,3.8,17,43,66,0.20,0.00,0.20,0.20,0.20,0.20,0.05,0.25,0.20,0.25,Matches,ee64a822
863,Bruno Fernandes,pt POR,MFFW,Manchester Utd,eng Premier League,28-181,1994,24,24,2158,24.0,5,6,11,4,1,1,5,0,5.2,4.4,9.4,13.9,51,157,144,0.21,0.25,0.46,0.17,0.42,0.22,0.39,0.61,0.19,0.58,Matches,507c7bdf
864,Edimilson Fernandes,ch SUI,DF,Mainz 05,de Bundesliga,26-327,1996,21,17,1521,16.9,0,2,2,0,0,0,3,0,0.3,0.3,0.9,1.2,10,45,16,0.00,0.12,0.12,0.00,0.12,0.02,0.05,0.07,0.02,0.07,Matches,3bb625ac
865,Aitor Fernández,es ESP,GK,Osasuna,es La Liga,31-309,1991,13,13,1170,13.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,a01c3d54
866,Álex Fernández,es ESP,MFFW,Cádiz,es La Liga,30-144,1992,22,16,1392,15.5,3,0,3,2,1,1,0,0,2.4,1.6,1.3,2.9,16,55,23,0.19,0.00,0.19,0.13,0.13,0.16,0.08,0.24,0.11,0.19,Matches,aa677a35
867,Álvaro Fernández,es ESP,GK,Espanyol,es La Liga,24-329,1998,11,11,990,11.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,f127d782
868,Carlos Fernández,es ESP,FW,Real Sociedad,es La Liga,26-290,1996,14,5,346,3.8,0,0,0,0,0,0,4,0,1.0,1.0,0.4,1.4,5,9,35,0.00,0.00,0.00,0.00,0.00,0.26,0.09,0.36,0.26,0.36,Matches,e08647d6
869,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,22-050,2001,5,5,443,4.9,0,1,1,0,0,0,0,0,0.3,0.3,0.6,0.9,8,52,6,0.00,0.20,0.20,0.00,0.20,0.07,0.12,0.19,0.07,0.19,Matches,5ff4ab71
870,Federico Fernández,ar ARG,DF,Elche,es La Liga,34-015,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,f25b010f
871,Joaquín Fernández,es ESP,DF,Valladolid,es La Liga,26-281,1996,17,15,1405,15.6,1,0,1,1,0,0,3,0,0.5,0.5,0.1,0.6,5,28,1,0.06,0.00,0.06,0.06,0.06,0.03,0.01,0.04,0.03,0.04,Matches,b86a64b2
872,Mateo Fernández,es ESP,FWMF,Leeds United,eng Premier League,19-140,2003,3,0,26,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,2,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.40,0.40,0.40,Matches,6ad43f9a
873,Fernando,es ESP,GK,Almería,es La Liga,32-271,1990,23,23,2025,22.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,dabb2827
874,Fernando,br BRA,MFDF,Sevilla,es La Liga,35-226,1987,15,14,1144,12.7,0,0,0,0,0,0,2,1,0.2,0.2,0.1,0.3,5,50,10,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches,41f32541
875,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,28-250,1994,12,10,868,9.6,0,0,0,0,0,0,3,0,0.2,0.2,0.4,0.5,7,25,3,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,Matches,d0dbca9f
876,Alex Ferrari,it ITA,DF,Cremonese,it Serie A,28-250,1994,8,8,586,6.5,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,1,19,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,d0dbca9f
877,Salvador Ferrer,es ESP,DF,Spezia,it Serie A,25-046,1998,2,0,92,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,eb76987d
878,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,30-361,1992,23,22,1851,20.6,0,2,2,0,0,0,4,0,0.1,0.1,1.7,1.9,28,146,26,0.00,0.10,0.10,0.00,0.10,0.01,0.08,0.09,0.01,0.09,Matches,375622c5
879,Fidel,es ESP,MFFW,Elche,es La Liga,33-132,1989,14,8,695,7.7,1,1,2,0,1,1,3,0,1.1,0.3,0.8,1.1,25,39,42,0.13,0.13,0.26,0.00,0.13,0.14,0.11,0.24,0.03,0.14,Matches,eb82b6f1
