Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
2172,Salomón Rondón,ve VEN,FW,Everton,eng Premier League,33-173,1989,7,1,109,1.2,0,0,0,0,0,0,0,0,0.8,0.8,0.2,1.0,0,1,7,0.00,0.00,0.00,0.00,0.00,0.66,0.13,0.79,0.66,0.79,Matches,b318a643
2173,Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,28-091,1994,25,23,2042,22.7,1,0,1,1,0,0,5,0,0.8,0.8,1.3,2.2,31,139,46,0.04,0.00,0.04,0.04,0.04,0.04,0.06,0.10,0.04,0.10,Matches,ed45c4a5
2174,Marten de Roon,nl NED,MF,Atalanta,it Serie A,31-344,1991,22,21,1794,19.9,0,1,1,0,0,0,5,0,0.6,0.6,0.4,0.9,8,88,11,0.00,0.05,0.05,0.00,0.05,0.03,0.02,0.05,0.03,0.05,Matches,2a1beb34
2175,Pablo Rosario,nl NED,MFDF,Nice,fr Ligue 1,26-060,1997,20,10,1119,12.4,0,0,0,0,0,0,5,0,0.4,0.4,1.3,1.7,14,64,18,0.00,0.00,0.00,0.00,0.00,0.03,0.10,0.14,0.03,0.14,Matches,1a6b7ea4
2176,Tom Rothe,de GER,DF,Dortmund,de Bundesliga,18-130,2004,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,90c1f9a4
2177,Joe Rothwell,eng ENG,MF,Bournemouth,eng Premier League,28-056,1995,10,2,304,3.4,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.5,2,12,3,0.00,0.30,0.30,0.00,0.30,0.01,0.13,0.14,0.01,0.14,Matches,10a10454
2178,Anthony Rouault,fr FRA,DF,Toulouse,fr Ligue 1,21-283,2001,26,26,2332,25.9,2,1,3,2,0,0,2,0,2.5,2.5,0.8,3.3,11,100,4,0.08,0.04,0.12,0.08,0.12,0.10,0.03,0.13,0.10,0.13,Matches,9b545925
2179,Jérôme Roussillon,fr FRA,MFDF,Wolfsburg,de Bundesliga,30-061,1993,4,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,Matches,13203c45
2180,Jérôme Roussillon,fr FRA,DF,Union Berlin,de Bundesliga,30-061,1993,6,3,236,2.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,7,13,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches,13203c45
2181,Nicolò Rovella,it ITA,MF,Monza,it Serie A,21-094,2001,14,12,1038,11.5,0,0,0,0,0,0,3,1,0.5,0.5,1.0,1.5,15,65,12,0.00,0.00,0.00,0.00,0.00,0.04,0.09,0.13,0.04,0.13,Matches,e58cbfd5
2182,Nicolò Rovella,it ITA,MF,Juventus,it Serie A,21-094,2001,3,0,27,0.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,1,2,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.30,0.30,0.30,Matches,e58cbfd5
2183,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,29-012,1994,18,17,1566,17.4,1,1,2,1,0,0,1,0,1.4,1.4,0.7,2.2,11,77,2,0.06,0.06,0.11,0.06,0.11,0.08,0.04,0.12,0.08,0.12,Matches,4b3e1a38
2184,Ruan,br BRA,DF,Sassuolo,it Serie A,23-274,1999,12,10,866,9.6,0,0,0,0,0,0,4,1,0.4,0.4,0.0,0.4,2,8,1,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches,a378a02a
2185,Rubén,es ESP,DFMF,Espanyol,es La Liga,22-032,2001,12,4,505,5.6,0,1,1,0,0,0,1,0,0.3,0.3,1.0,1.3,23,9,34,0.00,0.18,0.18,0.00,0.18,0.06,0.18,0.24,0.06,0.24,Matches,35d4f151
2186,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,30-005,1993,21,16,1496,16.6,1,0,1,1,0,0,1,0,1.4,1.4,0.1,1.5,8,37,3,0.06,0.00,0.06,0.06,0.06,0.09,0.00,0.09,0.09,0.09,Matches,18b896d6
2187,Sebastian Rudy,de GER,MF,Hoffenheim,de Bundesliga,33-008,1990,15,4,541,6.0,0,1,1,0,0,0,2,0,0.1,0.1,0.4,0.5,5,29,4,0.00,0.17,0.17,0.00,0.17,0.02,0.07,0.09,0.02,0.09,Matches,80f36c88
2188,Daniele Rugani,it ITA,DF,Juventus,it Serie A,28-222,1994,4,4,348,3.9,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,2,5,0,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches,14b8fcdf
2189,Matteo Ruggeri,it ITA,DFMF,Atalanta,it Serie A,20-240,2002,12,5,559,6.2,0,0,0,0,0,0,1,0,0.4,0.4,0.4,0.8,13,37,42,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.13,0.06,0.13,Matches,ae9898c5
2190,Mário Rui,pt POR,DF,Napoli,it Serie A,31-285,1991,19,18,1495,16.6,0,6,6,0,0,0,2,1,0.5,0.5,3.5,4.1,48,132,80,0.00,0.36,0.36,0.00,0.36,0.03,0.21,0.24,0.03,0.24,Matches,0b5a292a
2191,Aitor Ruibal,es ESP,DFFW,Betis,es La Liga,26-351,1996,19,10,1003,11.1,0,0,0,0,0,0,3,0,0.6,0.6,1.5,2.1,28,38,43,0.00,0.00,0.00,0.00,0.00,0.05,0.13,0.19,0.05,0.19,Matches,a55d8df5
2192,Kays Ruiz,ma MAR,MF,Auxerre,fr Ligue 1,20-194,2002,1,1,62,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,90a9cc01
2193,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,26-339,1996,17,14,1195,13.3,1,1,2,1,0,0,0,0,1.3,1.3,1.2,2.5,17,74,41,0.08,0.08,0.15,0.08,0.15,0.10,0.09,0.19,0.10,0.19,Matches,c0c7ff58
2194,Víctor Ruiz,es ESP,DF,Betis,es La Liga,34-042,1989,8,4,462,5.1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,3,9,0,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.06,0.02,0.06,Matches,b3dc6eca
2195,Gerónimo Rulli,ar ARG,GK,Villarreal,es La Liga,30-292,1992,14,14,1260,14.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,625c144a
2196,Franco Russo,ar ARG,DF,Mallorca,es La Liga,28-134,1994,3,2,145,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,b75ac54b
2197,Georginio Rutter,fr FRA,FWMF,Leeds United,eng Premier League,20-322,2002,6,1,181,2.0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,4,0,10,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.29,0.14,0.29,Matches,c64c01fc
2198,Georginio Rutter,fr FRA,FW,Hoffenheim,de Bundesliga,20-322,2002,15,11,1009,11.2,2,2,4,2,0,0,2,0,3.0,3.0,2.3,5.4,32,25,75,0.18,0.18,0.36,0.18,0.36,0.27,0.21,0.48,0.27,0.48,Matches,c64c01fc
2199,Julian Ryerson,no NOR,DF,Union Berlin,de Bundesliga,25-111,1997,13,12,1037,11.5,0,0,0,0,0,0,2,0,0.7,0.7,0.5,1.2,19,32,32,0.00,0.00,0.00,0.00,0.00,0.06,0.04,0.10,0.06,0.10,Matches,009a4f60
2200,Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,25-111,1997,6,6,538,6.0,1,0,1,1,0,0,2,0,0.2,0.2,0.7,0.9,21,22,21,0.17,0.00,0.17,0.17,0.17,0.03,0.12,0.15,0.03,0.15,Matches,009a4f60
2201,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,30-216,1992,19,19,1710,19.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,a70b8345
2202,José Sá,pt POR,GK,Wolves,eng Premier League,30-050,1993,26,26,2340,26.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,903b6e8b
2203,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,30-003,1993,16,13,1176,13.1,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.7,29,58,40,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Matches,fbbb9269
2204,Halid Šabanović,ba BIH,DFFW,Angers,fr Ligue 1,23-198,1999,7,4,333,3.7,0,0,0,0,0,0,1,1,0.0,0.0,0.1,0.1,1,14,10,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,8299e363
2205,Abdelhamid Sabiri,ma MAR,MF,Sampdoria,it Serie A,26-100,1996,16,12,1006,11.2,2,0,2,1,1,2,4,0,2.9,1.3,1.4,2.7,6,48,53,0.18,0.00,0.18,0.09,0.09,0.26,0.13,0.39,0.11,0.24,Matches,4830e0af
2206,Marcel Sabitzer,at AUT,MF,Manchester Utd,eng Premier League,28-356,1994,5,3,275,3.1,0,0,0,0,0,0,1,0,0.2,0.2,0.4,0.6,1,23,6,0.00,0.00,0.00,0.00,0.00,0.07,0.12,0.19,0.07,0.19,Matches,e280527c
2207,Marcel Sabitzer,at AUT,MF,Bayern Munich,de Bundesliga,28-356,1994,15,7,628,7.0,1,1,2,1,0,0,2,0,1.1,1.1,0.4,1.4,7,52,19,0.14,0.14,0.29,0.14,0.29,0.15,0.05,0.20,0.15,0.20,Matches,e280527c
2208,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,27-311,1995,23,18,1616,18.0,0,2,2,0,0,0,2,0,0.3,0.3,0.6,1.0,28,42,52,0.00,0.11,0.11,0.00,0.11,0.02,0.03,0.05,0.02,0.05,Matches,6388e356
2209,Umar Sadiq,ng NGA,FW,Almería,es La Liga,26-034,1997,3,3,240,2.7,2,0,2,2,0,0,1,0,1.5,1.5,0.2,1.6,5,2,7,0.75,0.00,0.75,0.75,0.75,0.55,0.06,0.61,0.55,0.61,Matches,686cbe7d
2210,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,26-034,1997,2,1,82,0.9,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,0,1,6,1.10,0.00,1.10,1.10,1.10,0.50,0.00,0.50,0.50,0.50,Matches,686cbe7d
2211,Alexis Saelemaekers,be BEL,FWDF,Milan,it Serie A,23-254,1999,17,8,733,8.1,0,2,2,0,0,0,1,0,0.7,0.7,1.1,1.9,25,25,67,0.00,0.25,0.25,0.00,0.25,0.09,0.14,0.23,0.09,0.23,Matches,ee251371
2212,Wesley Saïd,fr FRA,FWMF,Lens,fr Ligue 1,27-323,1995,17,6,597,6.6,5,0,5,5,0,0,2,0,3.1,3.1,0.9,4.0,15,24,56,0.75,0.00,0.75,0.75,0.75,0.47,0.13,0.60,0.47,0.60,Matches,90fcf472
2213,Allan Saint-Maximin,fr FRA,FW,Newcastle Utd,eng Premier League,25-361,1997,16,7,755,8.4,1,3,4,1,0,0,1,0,1.2,1.2,1.9,3.2,56,42,78,0.12,0.36,0.48,0.12,0.48,0.15,0.23,0.38,0.15,0.38,Matches,2b16cb1a
2214,Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,24-139,1998,5,5,355,3.9,1,1,2,1,0,0,0,0,0.4,0.4,0.6,1.0,3,13,29,0.25,0.25,0.51,0.25,0.51,0.10,0.16,0.26,0.10,0.26,Matches,93c942fb
2215,Samuel Sáiz,es ESP,MF,Girona,es La Liga,32-045,1991,8,1,240,2.7,2,0,2,0,2,2,1,0,1.7,0.1,0.2,0.4,5,17,18,0.75,0.00,0.75,0.00,0.00,0.64,0.08,0.72,0.05,0.13,Matches,13e0eb29
2216,Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,21-184,2001,26,26,2242,24.9,10,9,19,8,2,2,5,0,8.7,7.3,6.1,13.4,122,74,375,0.40,0.36,0.76,0.32,0.68,0.35,0.24,0.59,0.29,0.54,Matches,bc7dc64d
2217,Hamza Sakhi,ma MAR,MF,Auxerre,fr Ligue 1,26-274,1996,23,18,1589,17.7,1,2,3,1,0,0,1,0,1.7,1.7,3.0,4.7,41,130,71,0.06,0.11,0.17,0.06,0.17,0.10,0.17,0.27,0.10,0.27,Matches,c9151d66
2218,Mamadou Sakho,fr FRA,DF,Montpellier,fr Ligue 1,33-023,1990,11,5,536,6.0,1,0,1,1,0,0,1,0,0.5,0.5,0.0,0.5,0,23,1,0.17,0.00,0.17,0.17,0.17,0.09,0.00,0.09,0.09,0.09,Matches,87935cf3
2219,Jacopo Sala,it ITA,MF,Spezia,it Serie A,31-093,1991,6,1,112,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,6,3,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,da5a981b
2220,Ibrahim Salah,be BEL,FWMF,Rennes,fr Ligue 1,21-190,2001,5,1,103,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,4,7,14,0.00,0.00,0.00,0.00,0.00,0.09,0.19,0.28,0.09,0.28,Matches,cad3fd4d
2221,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,30-266,1992,25,25,2225,24.7,11,7,18,11,0,0,1,0,11.8,11.8,5.5,17.3,72,87,262,0.44,0.28,0.73,0.44,0.73,0.48,0.22,0.70,0.48,0.70,Matches,e342ad68
2222,Amine Salama,fr FRA,FWMF,Angers,fr Ligue 1,22-233,2000,24,12,1231,13.7,3,1,4,3,0,0,1,0,2.7,2.7,0.9,3.5,30,19,91,0.22,0.07,0.29,0.22,0.29,0.19,0.06,0.26,0.19,0.26,Matches,bc7cc472
2223,William Saliba,fr FRA,DF,Arsenal,eng Premier League,21-349,2001,26,26,2325,25.8,2,1,3,2,0,0,4,0,0.9,0.9,1.1,2.0,12,97,2,0.08,0.04,0.12,0.08,0.12,0.03,0.04,0.08,0.03,0.08,Matches,972aeb2a
2224,Dikeni Salifou,tg TOG,MF,Werder Bremen,de Bundesliga,19-273,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,e1830c52
2225,Mohammed Salisu,gh GHA,DF,Southampton,eng Premier League,23-325,1999,21,21,1889,21.0,0,1,1,0,0,0,5,0,1.4,1.4,0.6,2.1,5,80,4,0.00,0.05,0.05,0.00,0.05,0.07,0.03,0.10,0.07,0.10,Matches,0b33f6ad
2226,Roland Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,25-290,1997,13,7,632,7.0,0,0,0,0,0,0,4,0,1.9,1.9,0.5,2.3,13,11,44,0.00,0.00,0.00,0.00,0.00,0.26,0.07,0.33,0.26,0.33,Matches,bf075f6b
2227,Yoann Salmier,gf GUF,DF,Troyes,fr Ligue 1,30-107,1992,24,24,2057,22.9,1,0,1,1,0,0,4,1,1.1,1.1,0.2,1.3,18,88,6,0.04,0.00,0.04,0.04,0.04,0.05,0.01,0.05,0.05,0.05,Matches,c3725db2
2228,Salvi,es ESP,FWMF,Rayo Vallecano,es La Liga,31-343,1991,13,3,280,3.1,0,0,0,0,0,0,2,0,0.1,0.1,0.5,0.6,15,8,31,0.00,0.00,0.00,0.00,0.00,0.05,0.15,0.20,0.05,0.20,Matches,405f267a
2229,Lazar Samardzic,de GER,MF,Udinese,it Serie A,21-012,2002,24,8,973,10.8,4,2,6,4,0,0,0,0,1.9,1.9,2.6,4.5,22,64,34,0.37,0.18,0.55,0.37,0.55,0.18,0.24,0.41,0.18,0.41,Matches,217c93a1
2230,Diadie Samassékou,ml MLI,MFFW,Hoffenheim,de Bundesliga,27-056,1996,2,1,34,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,08593525
2231,Mama Samba Baldé,gw GNB,FW,Troyes,fr Ligue 1,27-122,1995,23,22,1831,20.3,10,3,13,9,1,1,5,2,7.7,6.9,1.8,8.7,36,36,112,0.49,0.15,0.64,0.44,0.59,0.38,0.09,0.47,0.34,0.43,Matches,fb14aa28
2232,Brice Samba,cg CGO,GK,Lens,fr Ligue 1,28-317,1994,26,26,2340,26.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,60d90c55
2233,Albert Sambi Lokonga,be BEL,MF,Arsenal,eng Premier League,23-137,1999,6,2,198,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,12,2,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,1b4f1169
2234,Albert Sambi Lokonga,be BEL,MF,Crystal Palace,eng Premier League,23-137,1999,5,3,286,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,10,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,1b4f1169
2235,Junior Sambia,fr FRA,DF,Salernitana,it Serie A,26-182,1996,14,5,477,5.3,0,0,0,0,0,0,2,0,0.5,0.5,0.8,1.3,16,24,20,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.24,0.10,0.24,Matches,24eb7ed6
2236,Samuel,br BRA,FWMF,Valencia,es La Liga,23-075,1999,24,24,2016,22.4,2,0,2,2,0,0,3,0,4.3,4.2,1.1,5.3,94,66,179,0.09,0.00,0.09,0.09,0.09,0.19,0.05,0.24,0.19,0.24,Matches,2a295d33
2237,Fede San Emeterio,es ESP,MF,Cádiz,es La Liga,25-357,1997,20,14,1079,12.0,0,0,0,0,0,0,7,0,0.2,0.2,0.0,0.2,1,22,6,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,efecd633
2238,Antonio Sanabria,py PAR,FW,Torino,it Serie A,27-004,1996,20,15,1358,15.1,6,2,8,5,1,1,4,0,5.6,4.8,2.0,6.8,8,27,82,0.40,0.13,0.53,0.33,0.46,0.37,0.13,0.50,0.32,0.45,Matches,0a447501
2239,Leandro Sanca,pt POR,FWMF,Spezia,it Serie A,23-063,2000,4,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,4295f19c
2240,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,22-317,2000,24,22,1664,18.5,8,0,8,7,1,1,2,1,4.7,3.9,2.1,6.0,59,97,97,0.43,0.00,0.43,0.38,0.38,0.25,0.11,0.37,0.21,0.33,Matches,bdb624a3
2241,Renato Sanches,pt POR,MF,Paris S-G,fr Ligue 1,25-202,1997,14,3,424,4.7,2,0,2,2,0,0,0,0,0.6,0.6,1.1,1.7,15,35,19,0.42,0.00,0.42,0.42,0.42,0.13,0.24,0.37,0.13,0.37,Matches,032f894e
2242,Alexis Sánchez,cl CHI,FW,Marseille,fr Ligue 1,34-079,1988,23,20,1722,19.1,9,1,10,8,1,2,2,0,8.5,6.9,4.1,11.0,24,88,153,0.47,0.05,0.52,0.42,0.47,0.44,0.21,0.66,0.36,0.57,Matches,2c0f8e9e
2243,Antonio Sánchez,es ESP,MF,Mallorca,es La Liga,26-066,1997,19,7,645,7.2,0,0,0,0,0,0,4,0,0.5,0.5,0.5,1.0,16,26,38,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.14,0.07,0.14,Matches,a254bbe0
2244,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,26-269,1996,13,6,573,6.4,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,4,25,3,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,Matches,da7b447d
2245,Iván Sánchez,es ESP,MFFW,Valladolid,es La Liga,30-166,1992,19,11,882,9.8,1,0,1,1,0,0,0,0,0.7,0.7,1.3,2.0,42,48,46,0.10,0.00,0.10,0.10,0.10,0.07,0.14,0.21,0.07,0.21,Matches,70107d4d
2246,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,25-359,1997,20,20,1656,18.4,1,0,1,1,0,0,9,0,0.6,0.6,0.0,0.6,17,51,4,0.05,0.00,0.05,0.05,0.05,0.03,0.00,0.03,0.03,0.03,Matches,60359288
2247,Manuel Sánchez,es ESP,DF,Osasuna,es La Liga,22-196,2000,19,11,1124,12.5,0,1,1,0,0,0,1,0,0.4,0.4,1.1,1.5,20,55,54,0.00,0.08,0.08,0.00,0.08,0.03,0.08,0.12,0.03,0.12,Matches,ffacd3d5
2248,Robert Sánchez,es ESP,GK,Brighton,eng Premier League,25-110,1997,22,22,1980,22.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,6a713852
2249,Jadon Sancho,eng ENG,FWMF,Manchester Utd,eng Premier League,22-348,2000,13,11,851,9.5,4,1,5,4,0,0,0,0,2.5,2.5,1.6,4.1,39,36,79,0.42,0.11,0.53,0.42,0.53,0.27,0.17,0.43,0.27,0.43,Matches,dbf053da
2250,Alex Sandro,br BRA,DF,Juventus,it Serie A,32-041,1991,21,17,1455,16.2,0,1,1,0,0,0,4,1,0.2,0.2,0.9,1.1,40,85,20,0.00,0.06,0.06,0.00,0.06,0.01,0.05,0.07,0.01,0.07,Matches,0d82903c
2251,Leroy Sané,de GER,FWMF,Bayern Munich,de Bundesliga,27-056,1996,21,13,1309,14.5,6,3,9,6,0,0,4,0,4.6,4.6,2.7,7.3,47,90,121,0.41,0.21,0.62,0.41,0.62,0.32,0.18,0.50,0.32,0.50,Matches,2b114be3
2252,Sidi Sané,de GER,FW,Schalke 04,de Bundesliga,19-321,2003,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,6a52a6c6
2253,Morgan Sanson,fr FRA,MF,Aston Villa,eng Premier League,28-202,1994,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,6e7f1353
2254,Morgan Sanson,fr FRA,MF,Strasbourg,fr Ligue 1,28-202,1994,6,6,412,4.6,0,1,1,0,0,0,1,0,0.7,0.7,0.3,1.0,17,9,24,0.00,0.22,0.22,0.00,0.22,0.16,0.07,0.23,0.16,0.23,Matches,6e7f1353
2255,Nicola Sansone,it ITA,FW,Bologna,it Serie A,31-179,1991,10,5,421,4.7,1,0,1,1,0,0,2,0,1.6,1.6,0.0,1.6,14,6,42,0.21,0.00,0.21,0.21,0.21,0.34,0.01,0.35,0.34,0.35,Matches,7eb97a8e
2256,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,27-364,1995,14,13,1127,12.5,1,0,1,1,0,0,2,0,0.6,0.6,0.6,1.2,4,96,16,0.08,0.00,0.08,0.08,0.08,0.05,0.05,0.10,0.05,0.10,Matches,5e22e2a4
2257,Riccardo Saponara,it ITA,FW,Fiorentina,it Serie A,31-077,1991,20,8,801,8.9,2,2,4,2,0,0,3,0,1.4,1.4,2.9,4.4,38,38,89,0.22,0.22,0.45,0.22,0.45,0.16,0.33,0.49,0.16,0.49,Matches,3bb7af3b
2258,Pablo Sarabia,es ESP,FWMF,Wolves,eng Premier League,30-301,1992,7,6,470,5.2,1,0,1,1,0,0,2,0,1.7,1.7,0.7,2.5,6,20,31,0.19,0.00,0.19,0.19,0.19,0.33,0.14,0.47,0.33,0.47,Matches,9744ff80
2259,Pablo Sarabia,es ESP,FWMF,Paris S-G,fr Ligue 1,30-301,1992,14,3,370,4.1,0,0,0,0,0,0,1,0,1.3,1.3,1.3,2.7,9,18,37,0.00,0.00,0.00,0.00,0.00,0.32,0.33,0.64,0.32,0.64,Matches,9744ff80
2260,Muhammed Saracevic Cham,at AUT,MF,Clermont Foot,fr Ligue 1,22-163,2000,26,16,1386,15.4,4,2,6,3,1,1,2,0,4.0,3.2,1.8,5.0,45,68,84,0.26,0.13,0.39,0.19,0.32,0.26,0.11,0.37,0.21,0.32,Matches,f527a32c
2261,Jeremy Sarmiento,ec ECU,MF,Brighton,eng Premier League,20-265,2002,8,1,173,1.9,0,1,1,0,0,0,1,0,0.3,0.3,0.2,0.5,5,11,20,0.00,0.52,0.52,0.00,0.52,0.18,0.11,0.28,0.18,0.28,Matches,ac0d576d
2262,Amin Sarr,se SWE,FW,Lyon,fr Ligue 1,21-362,2001,6,2,265,2.9,1,0,1,1,0,0,0,0,1.2,1.2,0.1,1.3,4,6,15,0.34,0.00,0.34,0.34,0.34,0.41,0.04,0.45,0.41,0.45,Matches,d5326924
2263,Malang Sarr,fr FRA,DF,Monaco,fr Ligue 1,24-044,1999,12,7,626,7.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,8,48,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,4315f30d
2264,Martin Satriano,uy URU,FW,Empoli,it Serie A,22-016,2001,23,18,1437,16.0,2,1,3,2,0,0,3,0,3.3,3.3,1.2,4.5,26,19,106,0.13,0.06,0.19,0.13,0.19,0.21,0.07,0.28,0.21,0.28,Matches,86383d0e
2265,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,31-076,1991,21,21,1801,20.0,10,1,11,5,5,5,3,2,6.5,2.6,3.9,6.5,34,153,77,0.50,0.05,0.55,0.25,0.30,0.33,0.19,0.52,0.13,0.32,Matches,6bde367b
2266,Esteban Saveljich,me MNE,FW,Rayo Vallecano,es La Liga,31-292,1991,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,79f2a5f5
2267,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,32-059,1991,16,16,1403,15.6,0,0,0,0,0,0,2,2,0.3,0.3,0.0,0.3,20,65,6,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,f6ac68c1
2268,Joe Scally,us USA,DF,M'Gladbach,de Bundesliga,20-067,2002,21,19,1704,18.9,0,0,0,0,0,0,1,0,0.5,0.5,1.0,1.5,19,48,52,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.08,0.03,0.08,Matches,236f02cd
2269,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,19-087,2003,19,16,1314,14.6,2,0,2,2,0,0,5,0,1.0,1.0,0.1,1.1,12,92,15,0.14,0.00,0.14,0.14,0.14,0.07,0.01,0.07,0.07,0.07,Matches,1e9aa637
