Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
1986,Mathias Pereira Lage,pt POR,MFFW,Brest,fr Ligue 1,26-099,1996,12.0,1,18,7,38.9,1.50,0.58,0.06,0.14,19.9,1,0,0,1.0,1.0,0.06,0.0,0.0,Matches,8846a40f
1987,Ricardo Pereira,pt POR,DFFW,Leicester City,eng Premier League,29-154,1993,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,75a72a99
1988,Roberto Pereyra,ar ARG,DFMF,Udinese,it Serie A,32-061,1991,19.6,3,31,13,41.9,1.58,0.66,0.10,0.23,15.5,1,0,0,3.1,3.1,0.10,-0.1,-0.1,Matches,75f2c59f
1989,Ayoze Pérez,es ESP,MFFW,Leicester City,eng Premier League,29-223,1993,4.2,0,8,2,25.0,1.88,0.47,0.00,0.00,15.9,0,0,0,1.1,1.1,0.14,-1.1,-1.1,Matches,819aa8e7
1990,Ayoze Pérez,es ESP,FW,Betis,es La Liga,29-223,1993,3.1,0,9,4,44.4,2.95,1.31,0.00,0.00,15.2,0,0,0,0.8,0.8,0.09,-0.8,-0.8,Matches,819aa8e7
1991,Carles Pérez,es ESP,MFFW,Celta Vigo,es La Liga,25-021,1998,13.3,0,29,8,27.6,2.18,0.60,0.00,0.00,21.5,0,0,0,1.6,1.6,0.05,-1.6,-1.6,Matches,a8f21b9f
1992,Francisco Perez,es ESP,FWMF,Valencia,es La Liga,20-181,2002,1.0,0,1,0,0.0,0.98,0.00,0.00,,25.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,3d79a68c
1993,Kike Pérez,es ESP,MF,Valladolid,es La Liga,26-023,1997,17.0,0,27,7,25.9,1.59,0.41,0.00,0.00,22.8,1,0,0,1.4,1.4,0.05,-1.4,-1.4,Matches,237a3851
1994,Lucas Pérez,es ESP,FW,Cádiz,es La Liga,34-180,1988,7.0,3,17,6,35.3,2.44,0.86,0.18,0.50,18.8,4,0,0,2.0,2.0,0.12,+1.0,+1.0,Matches,a300ac7e
1995,Luis Pérez,es ESP,DF,Valladolid,es La Liga,28-033,1995,9.8,0,4,0,0.0,0.41,0.00,0.00,,27.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,b7c04927
1996,Nehuén Pérez,ar ARG,DF,Udinese,it Serie A,22-258,2000,20.4,1,13,6,46.2,0.64,0.29,0.08,0.17,18.8,0,0,0,0.9,0.9,0.07,+0.1,+0.1,Matches,f7c491f1
1997,Simone Perilli,it ITA,GK,Hellas Verona,it Serie A,28-061,1995,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,b9e11c1d
1998,Mattia Perin,it ITA,GK,Juventus,it Serie A,30-119,1992,7.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,4c62d0c8
1999,Samuele Perisan,it ITA,GK,Empoli,it Serie A,25-200,1997,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,00a17eba
2000,Ivan Perišić,hr CRO,DFMF,Tottenham,eng Premier League,34-035,1989,16.9,0,17,4,23.5,1.00,0.24,0.00,0.00,13.6,1,0,0,1.8,1.8,0.11,-1.8,-1.8,Matches,6fe90922
2001,Romain Perraud,fr FRA,DF,Southampton,eng Premier League,25-168,1997,14.9,2,24,4,16.7,1.61,0.27,0.08,0.50,21.8,0,0,0,1.1,1.1,0.05,+0.9,+0.9,Matches,6dfd8f05
2002,Gaëtan Perrin,fr FRA,MFFW,Auxerre,fr Ligue 1,26-275,1996,10.7,3,17,8,47.1,1.59,0.75,0.12,0.25,21.8,0,1,1,2.3,1.5,0.09,+0.7,+0.5,Matches,10dd88f9
2003,Lucas Perrin,fr FRA,DF,Strasbourg,fr Ligue 1,24-110,1998,12.2,0,3,1,33.3,0.25,0.08,0.00,0.00,10.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,49070d66
2004,Máximo Perrone,ar ARG,MF,Manchester City,eng Premier League,20-061,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,53552942
2005,Matteo Pessina,it ITA,MF,Monza,it Serie A,25-322,1997,20.9,3,17,4,23.5,0.81,0.19,0.06,0.25,19.9,0,2,2,3.3,1.7,0.10,-0.3,-0.7,Matches,780e3631
2006,Andrea Petagna,it ITA,FW,Monza,it Serie A,27-252,1995,12.1,2,21,8,38.1,1.73,0.66,0.05,0.13,13.4,0,1,1,3.5,2.7,0.13,-1.5,-1.7,Matches,03f946ed
2007,Nils Petersen,de GER,FW,Freiburg,de Bundesliga,34-093,1988,2.3,0,5,0,0.0,2.18,0.00,0.00,,18.9,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches,f93e6e94
2008,Lukas Petkov,de GER,MFFW,Augsburg,de Bundesliga,22-128,2000,1.6,0,2,0,0.0,1.23,0.00,0.00,,29.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,f503ef6e
2009,Germán Pezzella,ar ARG,DF,Betis,es La Liga,31-255,1991,17.9,0,8,0,0.0,0.45,0.00,0.00,,10.6,0,0,0,0.8,0.8,0.10,-0.8,-0.8,Matches,8c725b43
2010,Giuseppe Pezzella,it ITA,DF,Lecce,it Serie A,25-100,1997,8.2,0,2,0,0.0,0.24,0.00,0.00,,19.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,149c5f5d
2011,Luca Pfeiffer,de GER,FW,Stuttgart,de Bundesliga,26-201,1996,7.4,0,12,1,8.3,1.63,0.14,0.00,0.00,13.8,0,0,0,1.6,1.6,0.13,-1.6,-1.6,Matches,83e1f40e
2012,Maximilian Philipp,de GER,FW,Wolfsburg,de Bundesliga,29-008,1994,1.3,0,1,1,100.0,0.78,0.78,0.00,0.00,18.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,061e8e23
2013,Maximilian Philipp,de GER,MFFW,Werder Bremen,de Bundesliga,29-008,1994,0.6,0,2,1,50.0,3.16,1.58,0.00,0.00,27.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,061e8e23
2014,Kalvin Phillips,eng ENG,MF,Manchester City,eng Premier League,27-097,1995,0.7,0,2,0,0.0,2.95,0.00,0.00,,22.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,4f565d77
2015,Nathaniel Phillips,eng ENG,DF,Liverpool,eng Premier League,25-353,1997,0.7,0,1,0,0.0,1.36,0.00,0.00,,10.8,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,515ebe8d
2016,Krzysztof Piątek,pl POL,FW,Salernitana,it Serie A,27-251,1995,16.0,3,40,16,40.0,2.50,1.00,0.05,0.13,14.9,0,1,1,6.4,5.7,0.14,-3.4,-3.7,Matches,17f3620a
2017,Roberto Piccoli,it ITA,FW,Hellas Verona,it Serie A,22-041,2001,2.1,0,4,2,50.0,1.87,0.94,0.00,0.00,12.7,0,0,0,0.4,0.4,0.10,-0.4,-0.4,Matches,1cadaf34
2018,Roberto Piccoli,it ITA,FWMF,Empoli,it Serie A,22-041,2001,1.5,0,4,1,25.0,2.69,0.67,0.00,0.00,15.0,0,0,0,0.4,0.4,0.10,-0.4,-0.4,Matches,1cadaf34
2019,Charles Pickel,ch SUI,MF,Cremonese,it Serie A,25-298,1997,19.0,1,17,6,35.3,0.89,0.32,0.06,0.17,14.8,0,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches,f71ad8cb
2020,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,29-002,1994,25.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,4806ec67
2021,Amos Pieper,de GER,DF,Werder Bremen,de Bundesliga,25-051,1998,18.5,1,10,3,30.0,0.54,0.16,0.10,0.33,13.4,0,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches,526ea7cc
2022,Ronaël Pierre-Gabriel,fr FRA,DF,Espanyol,es La Liga,24-269,1998,1.6,0,1,0,0.0,0.62,0.00,0.00,,16.8,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches,64ba07c0
2023,Ronaël Pierre-Gabriel,fr FRA,DF,Strasbourg,fr Ligue 1,24-269,1998,7.3,0,3,2,66.7,0.41,0.28,0.00,0.00,14.6,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,64ba07c0
2024,Andrea Pinamonti,it ITA,FW,Sassuolo,it Serie A,23-294,1999,16.4,3,45,13,28.9,2.75,0.79,0.04,0.15,15.6,0,1,1,4.6,3.8,0.08,-1.6,-1.8,Matches,08aa9cd1
2025,Ethan Pinnock,jm JAM,DF,Brentford,eng Premier League,29-284,1993,16.0,1,8,4,50.0,0.50,0.25,0.13,0.25,9.6,0,0,0,1.1,1.1,0.15,-0.1,-0.1,Matches,e541326e
2026,Yeremi Pino,es ESP,MFFW,Villarreal,es La Liga,20-140,2002,15.5,2,24,10,41.7,1.54,0.64,0.08,0.20,13.4,0,0,0,3.6,3.6,0.15,-1.6,-1.6,Matches,540ec57b
2027,Gerard Piqué,es ESP,DF,Barcelona,es La Liga,36-035,1987,4.3,0,3,0,0.0,0.70,0.00,0.00,,8.9,0,0,0,0.4,0.4,0.13,-0.4,-0.4,Matches,adfc9123
2028,Lorenzo Pirola,it ITA,DF,Salernitana,it Serie A,21-017,2002,10.3,0,4,0,0.0,0.39,0.00,0.00,,10.2,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches,caec77da
2029,Marko Pjaca,hr CRO,MFFW,Empoli,it Serie A,27-307,1995,4.9,0,14,2,14.3,2.85,0.41,0.00,0.00,18.8,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches,2c38b327
2030,Óscar Plano,es ESP,FWMF,Valladolid,es La Liga,32-026,1991,17.7,1,25,9,36.0,1.41,0.51,0.04,0.11,18.1,0,0,0,2.4,2.4,0.10,-1.4,-1.4,Matches,7c388b20
2031,Gonzalo Plata,ec ECU,FWMF,Valladolid,es La Liga,22-128,2000,13.7,0,22,10,45.5,1.60,0.73,0.00,0.00,18.4,1,0,0,2.1,2.1,0.10,-2.1,-2.1,Matches,54bcdeb0
2032,Marvin Plattenhardt,de GER,DF,Hertha BSC,de Bundesliga,31-042,1992,17.6,0,6,1,16.7,0.34,0.06,0.00,0.00,27.4,3,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,f7aa75bd
2033,Alassane Pléa,fr FRA,FW,M'Gladbach,de Bundesliga,29-364,1993,14.5,2,23,9,39.1,1.58,0.62,0.04,0.11,18.5,1,1,1,3.8,3.0,0.13,-1.8,-2.0,Matches,bc6bd723
2034,Tommaso Pobega,it ITA,MF,Milan,it Serie A,23-237,1999,6.4,1,10,3,30.0,1.57,0.47,0.10,0.33,17.7,0,0,0,0.8,0.8,0.08,+0.2,+0.2,Matches,55a1cac2
2035,Daniel Podence,pt POR,FWMF,Wolves,eng Premier League,27-139,1995,15.4,5,33,13,39.4,2.15,0.85,0.15,0.38,16.7,0,0,0,3.1,3.1,0.09,+1.9,+1.9,Matches,7fcc71d8
2036,Paul Pogba,fr FRA,MFDF,Juventus,it Serie A,29-359,1993,0.4,0,2,0,0.0,5.00,0.00,0.00,,13.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,867239d3
2037,Joel Pohjanpalo,fi FIN,FWMF,Leverkusen,de Bundesliga,28-177,1994,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ea003d07
2038,Matteo Politano,it ITA,FW,Napoli,it Serie A,29-218,1993,10.0,3,21,3,14.3,2.09,0.30,0.05,0.33,20.4,1,2,3,3.8,1.4,0.07,-0.8,-0.4,Matches,5e861944
2039,Sebastian Polter,de GER,FWMF,Schalke 04,de Bundesliga,31-342,1991,5.2,1,6,4,66.7,1.16,0.77,0.17,0.25,11.2,0,0,0,0.5,0.5,0.09,+0.5,+0.5,Matches,3745e8bd
2040,Ezequiel Ponce,ar ARG,FWMF,Elche,es La Liga,25-345,1997,10.5,3,26,8,30.8,2.47,0.76,0.12,0.38,13.9,0,0,0,2.8,2.8,0.11,+0.2,+0.2,Matches,ccbbe661
2041,Julien Ponceau,fr FRA,MF,Lorient,fr Ligue 1,22-101,2000,14.8,1,13,4,30.8,0.88,0.27,0.08,0.25,18.5,0,0,0,1.3,1.3,0.10,-0.3,-0.3,Matches,e546b2e3
2042,Marin Pongračić,hr CRO,DF,Lecce,it Serie A,25-179,1997,8.8,0,1,0,0.0,0.11,0.00,0.00,,16.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,2a6cd437
2043,Nick Pope,eng ENG,GK,Newcastle Utd,eng Premier League,30-324,1992,23.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,4b40d9ca
2044,Łukasz Poręba,pl POL,MF,Lens,fr Ligue 1,22-361,2000,2.7,0,3,0,0.0,1.09,0.00,0.00,,17.1,0,0,0,0.6,0.6,0.19,-0.6,-0.6,Matches,be98f358
2045,Jackson Porozo,ec ECU,DF,Troyes,fr Ligue 1,22-217,2000,16.4,2,19,9,47.4,1.16,0.55,0.11,0.22,12.7,0,0,0,2.6,2.6,0.14,-0.6,-0.6,Matches,7d704e92
2046,Pedro Porro,es ESP,DF,Tottenham,eng Premier League,23-177,1999,1.7,0,4,1,25.0,2.31,0.58,0.00,0.00,23.6,1,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,27d0a506
2047,Francisco Portillo,es ESP,FWMF,Almería,es La Liga,32-269,1990,4.0,2,3,2,66.7,0.74,0.49,0.67,1.00,12.7,0,0,0,0.6,0.6,0.21,+1.4,+1.4,Matches,8e010ff4
2048,Portu,es ESP,DFMF,Getafe,es La Liga,30-292,1992,11.7,0,11,3,27.3,0.94,0.26,0.00,0.00,19.6,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches,1bda5842
2049,Stefan Posch,at AUT,DF,Bologna,it Serie A,25-299,1997,17.1,4,15,7,46.7,0.88,0.41,0.27,0.57,15.6,0,0,0,1.5,1.5,0.10,+2.5,+2.5,Matches,7f609bfc
2050,Stefan Posch,at AUT,DF,Hoffenheim,de Bundesliga,25-299,1997,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7f609bfc
2051,Yussuf Poulsen,dk DEN,FW,RB Leipzig,de Bundesliga,28-267,1994,3.0,1,6,3,50.0,1.99,0.99,0.17,0.33,11.0,0,0,0,0.7,0.7,0.12,+0.3,+0.3,Matches,d2416c2e
2052,José Pozo,es ESP,MF,Rayo Vallecano,es La Liga,26-359,1996,0.8,0,1,0,0.0,1.20,0.00,0.00,,20.9,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,fc8b614b
2053,Alejandro Pozo Pozo,es ESP,DF,Almería,es La Liga,24-015,1999,11.5,0,4,2,50.0,0.35,0.17,0.00,0.00,21.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,3c16d927
2054,Dennis Praet,be BEL,MFFW,Leicester City,eng Premier League,28-299,1994,5.7,1,3,1,33.3,0.53,0.18,0.33,1.00,14.8,0,0,0,0.6,0.6,0.20,+0.4,+0.4,Matches,86695068
2055,Abdón Prats,es ESP,FWMF,Mallorca,es La Liga,30-092,1992,2.4,1,6,4,66.7,2.47,1.64,0.17,0.25,13.9,0,0,0,0.7,0.7,0.12,+0.3,+0.3,Matches,d1b060e2
2056,Sanjin Prcić,ba BIH,MF,Strasbourg,fr Ligue 1,29-109,1993,16.4,1,24,6,25.0,1.46,0.37,0.04,0.17,26.7,1,0,0,1.0,1.0,0.04,0.0,0.0,Matches,51c30111
2057,Isaac Price,nir NIR,MF,Everton,eng Premier League,19-164,2003,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,b9403c99
2058,Grischa Prömel,de GER,MF,Hoffenheim,de Bundesliga,28-059,1995,11.9,1,22,5,22.7,1.85,0.42,0.05,0.20,15.7,0,0,0,2.4,2.4,0.11,-1.4,-1.4,Matches,924f9191
2059,Ivan Provedel,it ITA,GK,Lazio,it Serie A,28-357,1994,24.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,277da414
2060,Javi Puado,es ESP,FWMF,Espanyol,es La Liga,24-288,1998,16.2,3,40,11,27.5,2.47,0.68,0.08,0.27,14.0,0,0,0,5.8,5.8,0.15,-2.8,-2.8,Matches,2683eda7
2061,Mehdi Puch Herrantz,fr FRA,MF,Ajaccio,fr Ligue 1,19-048,2004,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7be7c08b
2062,Tymoteusz Puchacz,pl POL,DF,Union Berlin,de Bundesliga,24-045,1999,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c68b1b13
2063,Arnau Puigmal,es ESP,MFDF,Almería,es La Liga,22-058,2001,3.6,0,8,2,25.0,2.24,0.56,0.00,0.00,22.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,39352da2
2064,Christian Pulisic,us USA,FWDF,Chelsea,eng Premier League,24-172,1998,6.8,1,15,4,26.7,2.22,0.59,0.07,0.25,16.8,0,0,0,1.3,1.3,0.09,-0.3,-0.3,Matches,1bf33a9a
2065,Ignacio Pussetto,ar ARG,MFDF,Sampdoria,it Serie A,27-078,1995,1.7,0,2,2,100.0,1.18,1.18,0.00,0.00,14.2,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,62437b4f
2066,Niklas Pyyhtiä,fi FIN,MF,Bologna,it Serie A,19-165,2003,0.4,0,2,0,0.0,4.86,0.00,0.00,,21.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,88f53b75
2067,Fabio Quagliarella,it ITA,FW,Sampdoria,it Serie A,40-037,1983,4.4,0,20,5,25.0,4.55,1.14,0.00,0.00,17.0,0,0,0,1.6,1.6,0.08,-1.6,-1.6,Matches,ee4f2f3b
2068,Giacomo Quagliata,it ITA,DF,Cremonese,it Serie A,23-018,2000,5.5,0,9,1,11.1,1.64,0.18,0.00,0.00,19.9,1,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches,1b9c7401
2069,Joshua Quarshie,de GER,MF,Hoffenheim,de Bundesliga,18-226,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3c200e05
2070,Ghjuvanni Quilichini,fr FRA,GK,Ajaccio,fr Ligue 1,20-189,2002,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,1b729a98
2071,Domingos Quina,pt POR,MF,Elche,es La Liga,23-111,1999,3.1,0,6,0,0.0,1.96,0.00,0.00,,33.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,41fb0f4e
2072,Adrien Rabiot,fr FRA,MF,Juventus,it Serie A,27-340,1995,19.5,5,26,15,57.7,1.33,0.77,0.19,0.33,16.5,0,0,0,3.5,3.5,0.13,+1.5,+1.5,Matches,8794e251
2073,Nemanja Radonjić,rs SRB,MFFW,Torino,it Serie A,27-022,1996,10.8,2,37,12,32.4,3.42,1.11,0.05,0.17,18.4,0,0,0,3.0,3.0,0.08,-1.0,-1.0,Matches,0630eb63
2074,Ivan Radovanović,rs SRB,MFDF,Salernitana,it Serie A,34-192,1988,7.5,0,7,0,0.0,0.94,0.00,0.00,,33.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,023937a9
2075,Ionuț Radu,ro ROU,GK,Cremonese,it Serie A,25-285,1997,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,67f649be
2076,Ionuț Radu,ro ROU,GK,Auxerre,fr Ligue 1,25-285,1997,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,67f649be
2077,Antonio Raillo,es ESP,DF,Mallorca,es La Liga,31-152,1991,23.0,1,8,3,37.5,0.35,0.13,0.13,0.33,15.6,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches,b857bd29
2078,Antonio Raimondo,it ITA,FW,Bologna,it Serie A,18-356,2004,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ce1a6c7e
2079,Predrag Rajković,rs SRB,GK,Mallorca,es La Liga,27-129,1995,24.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,58ad9383
2080,Ivan Rakitić,hr CRO,MF,Sevilla,es La Liga,34-364,1988,11.9,1,18,6,33.3,1.52,0.51,0.00,0.00,26.3,4,1,2,2.8,1.2,0.07,-1.8,-1.2,Matches,89f951b5
2081,Diant Ramaj,de GER,GK,Eint Frankfurt,de Bundesliga,21-171,2001,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,b90c4a43
2082,Largie Ramazani,be BEL,FWMF,Almería,es La Liga,22-010,2001,12.4,3,31,15,48.4,2.49,1.21,0.10,0.20,20.5,1,0,1,3.6,2.8,0.09,-0.6,+0.2,Matches,cc9256ef
2083,Adil Rami,fr FRA,DF,Troyes,fr Ligue 1,37-072,1985,8.3,0,6,2,33.3,0.72,0.24,0.00,0.00,25.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,8dbff17c
2084,Chris Ramos,es ESP,FWMF,Cádiz,es La Liga,26-050,1997,0.7,0,4,1,25.0,5.63,1.41,0.00,0.00,10.3,0,0,0,0.6,0.6,0.18,-0.6,-0.6,Matches,44e07fac
2085,Sergio Ramos,es ESP,DF,Paris S-G,fr Ligue 1,36-344,1986,20.0,0,10,4,40.0,0.50,0.20,0.00,0.00,11.7,0,0,0,0.9,0.9,0.10,-0.9,-0.9,Matches,08511d65
2086,Aaron Ramsdale,eng ENG,GK,Arsenal,eng Premier League,24-299,1998,26.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,466fb2c5
2087,Aaron Ramsey,wls WAL,MF,Nice,fr Ligue 1,32-073,1990,12.5,1,18,6,33.3,1.44,0.48,0.06,0.17,14.7,1,0,0,2.2,2.2,0.13,-1.2,-1.2,Matches,ef619b0b
2088,Jacob Ramsey,eng ENG,MFFW,Aston Villa,eng Premier League,21-285,2001,16.6,2,13,7,53.8,0.78,0.42,0.15,0.29,19.6,0,0,0,1.4,1.4,0.11,+0.6,+0.6,Matches,1544f145
2089,Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,23-320,1999,3.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,8c63fae5
2090,Andrea Ranocchia,it ITA,DF,Monza,it Serie A,35-021,1988,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,539230cf
2091,Filippo Ranocchia,it ITA,MF,Monza,it Serie A,21-299,2001,5.6,1,16,6,37.5,2.86,1.07,0.06,0.17,25.9,5,0,0,1.0,1.0,0.07,0.0,0.0,Matches,d9ebed1c
2092,Lilian Raolisoa,fr FRA,MFDF,Angers,fr Ligue 1,22-266,2000,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,79a793b7
2093,Raphinha,br BRA,FW,Barcelona,es La Liga,26-085,1996,13.2,5,45,12,26.7,3.41,0.91,0.11,0.42,17.4,6,0,0,5.7,5.7,0.13,-0.7,-0.7,Matches,3423f250
2094,Nicolai Rapp,de GER,MFDF,Werder Bremen,de Bundesliga,26-086,1996,0.8,0,1,0,0.0,1.27,0.00,0.00,,12.3,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches,c8b3a472
2095,Elba Rashani,xk KVX,MFDF,Clermont Foot,fr Ligue 1,29-304,1993,16.0,3,23,11,47.8,1.43,0.69,0.13,0.27,14.0,0,0,0,3.7,3.7,0.16,-0.7,-0.7,Matches,25749008
2096,Marcus Rashford,eng ENG,FW,Manchester Utd,eng Premier League,25-129,1997,22.6,14,68,31,45.6,3.01,1.37,0.21,0.45,15.6,4,0,0,10.3,10.3,0.15,+3.7,+3.7,Matches,a1d5bd30
2097,Giacomo Raspadori,it ITA,FWMF,Napoli,it Serie A,23-019,2000,6.4,1,26,12,46.2,4.03,1.86,0.04,0.08,17.4,3,0,0,2.4,2.4,0.09,-1.4,-1.4,Matches,6e058f06
2098,Giacomo Raspadori,it ITA,FW,Sassuolo,it Serie A,23-019,2000,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,6e058f06
2099,Rafael Ratão,br BRA,FW,Toulouse,fr Ligue 1,27-099,1995,14.8,5,21,11,52.4,1.42,0.74,0.24,0.45,11.7,0,0,0,4.6,4.6,0.22,+0.4,+0.4,Matches,40ef7347
2100,David Raum,de GER,DFFW,RB Leipzig,de Bundesliga,24-321,1998,14.4,0,10,3,30.0,0.69,0.21,0.00,0.00,24.5,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,7d450ed3
2101,Rayan Raveloson,mg MAD,DFMF,Auxerre,fr Ligue 1,26-052,1997,15.2,1,16,3,18.8,1.05,0.20,0.06,0.33,18.5,2,0,0,1.7,1.7,0.10,-0.7,-0.7,Matches,fb3236a7
2102,David Raya,es ESP,GK,Brentford,eng Premier League,27-175,1995,24.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,98ea5115
2103,Tim Ream,us USA,DF,Fulham,eng Premier League,35-155,1987,26.0,1,3,2,66.7,0.12,0.08,0.33,0.50,9.8,0,0,0,0.3,0.3,0.09,+0.7,+0.7,Matches,28b40c9c
2104,Ante Rebić,hr CRO,FWMF,Milan,it Serie A,29-169,1993,6.6,3,20,10,50.0,3.03,1.52,0.15,0.30,17.3,2,0,0,2.4,2.4,0.12,+0.6,+0.6,Matches,536cebe5
2105,Arkadiusz Reca,pl POL,DF,Spezia,it Serie A,27-265,1995,17.9,1,15,6,40.0,0.84,0.34,0.07,0.17,23.7,0,0,0,0.7,0.7,0.05,+0.3,+0.3,Matches,6213fd82
2106,Nathan Redmond,eng ENG,DF,Southampton,eng Premier League,29-003,1994,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ab651565
2107,Harrison Reed,eng ENG,MF,Fulham,eng Premier League,28-041,1995,22.7,2,17,5,29.4,0.75,0.22,0.12,0.40,21.2,0,0,0,1.3,1.3,0.08,+0.7,+0.7,Matches,803ae100
2108,Sergio Reguilón,es ESP,DF,Atlético Madrid,es La Liga,26-083,1996,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3353737a
2109,Bobby Reid,jm JAM,FWDF,Fulham,eng Premier League,30-035,1993,21.9,4,26,9,34.6,1.19,0.41,0.15,0.44,13.3,0,0,0,3.6,3.6,0.14,+0.4,+0.4,Matches,0f7533cd
2110,Pepe Reina,es ESP,GK,Villarreal,es La Liga,40-190,1982,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e358587b
2111,Jeff Reine-Adélaïde,fr FRA,MF,Troyes,fr Ligue 1,25-051,1998,1.0,0,1,0,0.0,0.96,0.00,0.00,,8.2,0,0,0,0.2,0.2,0.23,-0.2,-0.2,Matches,d504b3e1
2112,Jeff Reine-Adélaïde,fr FRA,MF,Lyon,fr Ligue 1,25-051,1998,3.7,0,10,7,70.0,2.68,1.87,0.00,0.00,20.0,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches,d504b3e1
