Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,-9999
2097,Giacomo Raspadori,it ITA,FWMF,Napoli,it Serie A,23-019,2000,6.4,23,3.58,16,2,0,4,1,0,0,0.00,0,0,0,0,0,0,Matches,6e058f06
2098,Giacomo Raspadori,it ITA,FW,Sassuolo,it Serie A,23-019,2000,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6e058f06
2099,Rafael Ratão,br BRA,FW,Toulouse,fr Ligue 1,27-099,1995,14.8,45,3.04,36,0,2,5,1,1,2,0.14,2,0,0,0,0,0,Matches,40ef7347
2100,David Raum,de GER,DFFW,RB Leipzig,de Bundesliga,24-321,1998,14.4,43,2.98,22,15,3,2,1,0,3,0.21,2,1,0,0,0,0,Matches,7d450ed3
2101,Rayan Raveloson,mg MAD,DFMF,Auxerre,fr Ligue 1,26-052,1997,15.2,21,1.38,19,0,1,1,0,0,1,0.07,1,0,0,0,0,0,Matches,fb3236a7
2102,David Raya,es ESP,GK,Brentford,eng Premier League,27-175,1995,24.0,7,0.29,4,3,0,0,0,0,1,0.04,0,1,0,0,0,0,Matches,98ea5115
2103,Tim Ream,us USA,DF,Fulham,eng Premier League,35-155,1987,26.0,20,0.77,19,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,28b40c9c
2104,Ante Rebić,hr CRO,FWMF,Milan,it Serie A,29-169,1993,6.6,23,3.48,14,1,1,2,4,1,3,0.45,3,0,0,0,0,0,Matches,536cebe5
2105,Arkadiusz Reca,pl POL,DF,Spezia,it Serie A,27-265,1995,17.9,38,2.13,30,1,2,3,1,1,2,0.11,1,0,0,1,0,0,Matches,6213fd82
2106,Nathan Redmond,eng ENG,DF,Southampton,eng Premier League,29-003,1994,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ab651565
2107,Harrison Reed,eng ENG,MF,Fulham,eng Premier League,28-041,1995,22.7,46,2.03,39,2,2,1,2,0,3,0.13,2,0,1,0,0,0,Matches,803ae100
2108,Sergio Reguilón,es ESP,DF,Atlético Madrid,es La Liga,26-083,1996,1.0,4,4.09,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3353737a
2109,Bobby Reid,jm JAM,FWDF,Fulham,eng Premier League,30-035,1993,21.9,44,2.01,27,1,3,4,7,2,3,0.14,1,0,0,1,0,1,Matches,0f7533cd
2110,Pepe Reina,es ESP,GK,Villarreal,es La Liga,40-190,1982,9.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e358587b
2111,Jeff Reine-Adélaïde,fr FRA,MF,Troyes,fr Ligue 1,25-051,1998,1.0,2,1.91,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,d504b3e1
2112,Jeff Reine-Adélaïde,fr FRA,MF,Lyon,fr Ligue 1,25-051,1998,3.7,20,5.36,16,1,1,1,0,1,2,0.54,2,0,0,0,0,0,Matches,d504b3e1
2113,Reinier,br BRA,MFFW,Girona,es La Liga,21-049,2002,3.8,9,2.34,8,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6b21b7b5
2114,Rocco Reitz,de GER,MF,M'Gladbach,de Bundesliga,20-284,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,cc971106
2115,Karim Rekik,nl NED,DF,Sevilla,es La Liga,28-097,1994,7.4,7,0.95,7,0,0,0,0,0,2,0.27,2,0,0,0,0,0,Matches,3376a776
2116,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,27-350,1995,24.0,3,0.12,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,374ee424
2117,Panagiotis Retsos,gr GRE,DF,Hellas Verona,it Serie A,24-212,1998,1.4,1,0.73,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4bd00a50
2118,Marco Reus,de GER,MF,Dortmund,de Bundesliga,33-282,1989,11.4,36,3.16,26,3,0,6,1,0,5,0.44,2,1,0,1,1,0,Matches,36a3ff67
2119,Alejandro Revuelta Montero,es ESP,DF,Getafe,es La Liga,22-327,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,14d5b7ac
2120,Elvis Rexhbeçaj,de GER,MF,Augsburg,de Bundesliga,25-128,1997,18.6,29,1.56,23,0,0,1,5,0,0,0.00,0,0,0,0,0,0,Matches,1ae836b1
2121,Gio Reyna,us USA,FWMF,Dortmund,de Bundesliga,20-116,2002,5.6,16,2.87,13,0,0,2,1,0,2,0.36,1,0,0,0,1,0,Matches,7fa4e703
2122,Chadi Riad,es ESP,MF,Barcelona,es La Liga,19-265,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b3b9b8b8
2123,Nico Ribaudo,es ESP,FWMF,Espanyol,es La Liga,21-332,2001,5.5,12,2.17,9,0,0,1,1,1,2,0.36,2,0,0,0,0,0,Matches,ce8039aa
2124,Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,23-212,1999,6.9,5,0.72,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,102c9665
2125,Franck Ribéry,fr FRA,MF,Salernitana,it Serie A,39-336,1983,0.4,1,2.43,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,f61c7c4e
2126,Samuele Ricci,it ITA,MF,Torino,it Serie A,21-200,2001,13.5,25,1.85,20,0,1,2,2,0,1,0.07,0,0,0,1,0,0,Matches,9823be92
2127,Declan Rice,eng ENG,MF,West Ham,eng Premier League,24-054,1999,25.0,74,2.96,64,3,1,1,2,3,4,0.16,4,0,0,0,0,0,Matches,1c7012b8
2128,Chris Richards,us USA,DF,Crystal Palace,eng Premier League,22-346,2000,4.0,2,0.50,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,0a3d6d2b
2129,Richarlison,br BRA,MFFW,Tottenham,eng Premier League,25-303,1997,7.4,23,3.12,16,0,0,2,5,0,3,0.41,2,0,0,0,1,0,Matches,fa031b34
2130,Marco Richter,de GER,MFFW,Hertha BSC,de Bundesliga,25-105,1997,13.3,39,2.94,22,5,4,6,1,1,8,0.60,6,0,0,1,1,0,Matches,f972644c
2131,Diego Rico,es ESP,DF,Real Sociedad,es La Liga,30-014,1993,15.3,30,1.96,23,2,1,1,1,2,1,0.07,1,0,0,0,0,0,Matches,d9ba39fc
2132,Jaïro Riedewald,nl NED,DFFW,Crystal Palace,eng Premier League,26-181,1996,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,7a1f2c08
2133,Manuel Riemann,de GER,GK,Bochum,de Bundesliga,34-181,1988,23.0,16,0.70,12,4,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,9f941969
2134,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,35-055,1988,17.4,27,1.55,25,0,0,0,0,2,3,0.17,2,0,0,0,0,1,Matches,f1cfc209
2135,Rémy Riou,fr FRA,GK,Lyon,fr Ligue 1,35-215,1987,4.7,1,0.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,7f41ee30
2136,Renaud Ripart,fr FRA,FWMF,Troyes,fr Ligue 1,29-360,1993,12.6,37,2.94,26,0,2,5,4,0,7,0.56,2,0,1,2,2,0,Matches,beae3a73
2137,Rodrigo Riquelme,es ESP,MFFW,Girona,es La Liga,22-341,2000,16.5,40,2.43,33,0,4,1,2,0,3,0.18,3,0,0,0,0,0,Matches,65154df0
2138,Matt Ritchie,sct SCO,MFFW,Newcastle Utd,eng Premier League,33-180,1989,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,71ef519e
2139,Sergi Roberto,es ESP,DFMF,Barcelona,es La Liga,31-030,1992,8.8,13,1.49,9,0,0,3,1,0,2,0.23,2,0,0,0,0,0,Matches,335fa267
2140,Lucas Robertone,ar ARG,MF,Almería,es La Liga,25-356,1997,19.4,72,3.72,47,18,1,2,3,1,9,0.47,6,2,1,0,0,0,Matches,a8981944
2141,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,28-363,1994,18.7,70,3.75,47,15,1,4,1,2,9,0.48,7,2,0,0,0,0,Matches,2e4f5f03
2142,Antonee Robinson,us USA,DF,Fulham,eng Premier League,25-213,1997,22.3,40,1.79,38,1,1,0,0,0,3,0.13,3,0,0,0,0,0,Matches,289601e6
2143,Joel Roca,es ESP,MFFW,Girona,es La Liga,17-275,2005,0.7,3,3.97,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,5f21b94c
2144,Marc Roca,es ESP,MF,Leeds United,eng Premier League,26-103,1996,16.3,25,1.53,19,4,0,0,1,1,2,0.12,1,0,0,0,1,0,Matches,da27e268
2145,Enzo Roco,cl CHI,DF,Elche,es La Liga,30-205,1992,15.4,11,0.71,8,0,1,1,0,1,0,0.00,0,0,0,0,0,0,Matches,37f827ec
2146,Marek Rodák,sk SVK,GK,Fulham,eng Premier League,26-086,1996,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,17acc2ed
2147,Sebastian Rode,de GER,MF,Eint Frankfurt,de Bundesliga,32-149,1990,9.7,18,1.86,16,0,0,0,2,0,2,0.21,2,0,0,0,0,0,Matches,e12b0b5b
2148,Joe Rodon,wls WAL,DF,Rennes,fr Ligue 1,25-138,1997,13.7,3,0.22,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,8d62d31a
2149,Rodri,es ESP,MF,Manchester City,eng Premier League,26-260,1996,23.9,78,3.27,69,0,2,5,1,1,9,0.38,9,0,0,0,0,0,Matches,6434f10d
2150,Rodrigo,es ESP,FWMF,Leeds United,eng Premier League,32-003,1991,14.4,30,2.08,21,0,3,6,0,0,2,0.14,1,0,0,1,0,0,Matches,1fb1c435
2151,Rodrigo,es ESP,FWMF,Betis,es La Liga,22-297,2000,11.0,30,2.72,24,1,1,2,2,0,4,0.36,3,0,0,0,1,0,Matches,85bed4ee
2152,Ángel Rodríguez,es ESP,FWMF,Mallorca,es La Liga,35-317,1987,2.7,3,1.11,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,8cfc2f69
2153,Óscar Rodríguez Arnaiz,es ESP,MF,Celta Vigo,es La Liga,24-254,1998,14.1,46,3.26,30,9,1,6,0,0,1,0.07,1,0,0,0,0,0,Matches,19709006
2154,Dani Rodríguez,es ESP,MF,Mallorca,es La Liga,34-276,1988,15.8,40,2.54,29,3,2,3,2,1,6,0.38,5,0,0,0,0,1,Matches,70f8e0bd
2155,Guido Rodríguez,ar ARG,MF,Betis,es La Liga,28-331,1994,18.4,22,1.19,19,0,0,2,1,0,2,0.11,2,0,0,0,0,0,Matches,34e393f2
2156,Pablo Rodríguez,es ESP,FWMF,Lecce,it Serie A,21-217,2001,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1d4e63b6
2157,Ricardo Rodríguez,ch SUI,DF,Torino,it Serie A,30-196,1992,17.9,35,1.96,29,4,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches,7f78ad23
2158,Rodrygo,br BRA,FW,Real Madrid,es La Liga,22-059,2001,16.2,86,5.32,51,2,14,8,10,1,13,0.80,8,0,3,0,2,0,Matches,8f5e92a6
2159,Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,23-258,1999,10.4,12,1.16,12,0,0,0,0,0,1,0.10,1,0,0,0,0,0,Matches,57c94db2
2160,Agustín Rogel,uy URU,DF,Hertha BSC,de Bundesliga,25-143,1997,11.3,4,0.36,3,1,0,0,0,0,1,0.09,0,1,0,0,0,0,Matches,ea42c03f
2161,Rogério,br BRA,DF,Sassuolo,it Serie A,25-055,1998,21.3,41,1.92,34,4,0,1,2,0,4,0.19,3,0,0,0,1,0,Matches,10e7f486
2162,Merlin Röhl,de GER,MF,Freiburg,de Bundesliga,20-247,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1f2c7b55
2163,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,28-056,1995,20.7,8,0.39,7,1,0,0,0,0,3,0.14,3,0,0,0,0,0,Matches,3ead85f9
2164,Simone Romagnoli,it ITA,DF,Lecce,it Serie A,33-028,1990,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,09899de8
2165,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,24-316,1998,16.3,12,0.74,11,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,a3d94a58
2166,Iván Romero,es ESP,MF,Sevilla,es La Liga,21-333,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2fbe6af0
2167,Luka Romero,ar ARG,FW,Lazio,it Serie A,18-111,2004,1.7,4,2.38,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ca6edaa0
2168,Oriol Romeu,es ESP,MF,Southampton,eng Premier League,31-166,1991,0.8,3,3.65,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,4b511457
2169,Oriol Romeu,es ESP,MF,Girona,es La Liga,31-166,1991,20.0,30,1.50,26,0,0,2,1,1,2,0.10,2,0,0,0,0,0,Matches,4b511457
2170,Cristiano Ronaldo,pt POR,FW,Manchester Utd,eng Premier League,38-032,1985,5.8,10,1.71,9,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,dea698d9
2171,Connor Ronan,ie IRL,MF,Wolves,eng Premier League,25-003,1998,0.0,1,90.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1b804500
2172,Salomón Rondón,ve VEN,FW,Everton,eng Premier League,33-174,1989,1.2,4,3.30,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b318a643
2173,Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,28-092,1994,22.7,46,2.03,42,0,1,1,0,2,1,0.04,1,0,0,0,0,0,Matches,ed45c4a5
2174,Marten de Roon,nl NED,MF,Atalanta,it Serie A,31-345,1991,19.9,30,1.51,27,0,0,0,2,1,1,0.05,1,0,0,0,0,0,Matches,2a1beb34
2175,Pablo Rosario,nl NED,MFDF,Nice,fr Ligue 1,26-061,1997,12.4,25,2.01,24,0,0,0,1,0,1,0.08,1,0,0,0,0,0,Matches,1a6b7ea4
2176,Tom Rothe,de GER,DF,Dortmund,de Bundesliga,18-131,2004,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,90c1f9a4
2177,Joe Rothwell,eng ENG,MF,Bournemouth,eng Premier League,28-057,1995,3.4,8,2.37,6,2,0,0,0,0,2,0.59,1,1,0,0,0,0,Matches,10a10454
2178,Anthony Rouault,fr FRA,DF,Toulouse,fr Ligue 1,21-284,2001,25.9,9,0.35,6,0,0,2,0,1,1,0.04,0,0,0,1,0,0,Matches,9b545925
2179,Jérôme Roussillon,fr FRA,MFDF,Wolfsburg,de Bundesliga,30-062,1993,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,13203c45
2180,Jérôme Roussillon,fr FRA,DF,Union Berlin,de Bundesliga,30-062,1993,2.6,3,1.14,2,0,0,0,1,0,1,0.38,0,0,0,0,1,0,Matches,13203c45
2181,Nicolò Rovella,it ITA,MF,Monza,it Serie A,21-095,2001,11.5,34,2.95,31,1,0,1,1,0,3,0.26,3,0,0,0,0,0,Matches,e58cbfd5
2182,Nicolò Rovella,it ITA,MF,Juventus,it Serie A,21-095,2001,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e58cbfd5
2183,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,29-013,1994,17.4,18,1.03,15,0,1,1,0,1,4,0.23,4,0,0,0,0,0,Matches,4b3e1a38
2184,Ruan,br BRA,DF,Sassuolo,it Serie A,23-275,1999,9.6,3,0.31,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a378a02a
2185,Rubén,es ESP,DFMF,Espanyol,es La Liga,22-033,2001,5.6,12,2.13,9,0,2,0,0,1,1,0.18,1,0,0,0,0,0,Matches,35d4f151
2186,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,30-006,1993,16.6,12,0.72,11,0,0,1,0,0,1,0.06,0,0,0,1,0,0,Matches,18b896d6
2187,Sebastian Rudy,de GER,MF,Hoffenheim,de Bundesliga,33-009,1990,6.0,16,2.66,10,6,0,0,0,0,2,0.33,2,0,0,0,0,0,Matches,80f36c88
2188,Daniele Rugani,it ITA,DF,Juventus,it Serie A,28-223,1994,3.9,1,0.26,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,14b8fcdf
2189,Matteo Ruggeri,it ITA,DFMF,Atalanta,it Serie A,20-241,2002,6.2,9,1.45,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ae9898c5
2190,Mário Rui,pt POR,DF,Napoli,it Serie A,31-286,1991,16.6,76,4.58,54,19,1,0,1,1,13,0.78,11,1,0,0,0,1,Matches,0b5a292a
2191,Aitor Ruibal,es ESP,DFFW,Betis,es La Liga,26-352,1996,11.1,27,2.42,20,0,3,2,1,1,1,0.09,1,0,0,0,0,0,Matches,a55d8df5
2192,Kays Ruiz,ma MAR,MF,Auxerre,fr Ligue 1,20-195,2002,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,90a9cc01
2193,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,26-340,1996,13.3,21,1.58,19,0,1,1,0,0,3,0.23,3,0,0,0,0,0,Matches,c0c7ff58
2194,Víctor Ruiz,es ESP,DF,Betis,es La Liga,34-043,1989,5.1,3,0.58,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b3dc6eca
2195,Gerónimo Rulli,ar ARG,GK,Villarreal,es La Liga,30-293,1992,14.0,1,0.07,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,625c144a
2196,Franco Russo,ar ARG,DF,Mallorca,es La Liga,28-135,1994,1.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b75ac54b
2197,Georginio Rutter,fr FRA,FWMF,Leeds United,eng Premier League,20-323,2002,2.0,4,2.00,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,c64c01fc
2198,Georginio Rutter,fr FRA,FW,Hoffenheim,de Bundesliga,20-323,2002,11.2,36,3.21,22,0,8,2,4,0,4,0.36,2,0,2,0,0,0,Matches,c64c01fc
2199,Julian Ryerson,no NOR,DF,Union Berlin,de Bundesliga,25-112,1997,11.5,26,2.26,18,1,4,2,1,0,0,0.00,0,0,0,0,0,0,Matches,009a4f60
2200,Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,25-112,1997,6.0,10,1.67,9,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,009a4f60
2201,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,30-217,1992,19.0,4,0.21,4,0,0,0,0,0,1,0.05,1,0,0,0,0,0,Matches,a70b8345
2202,José Sá,pt POR,GK,Wolves,eng Premier League,30-051,1993,26.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,903b6e8b
2203,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,30-004,1993,13.1,19,1.45,12,1,4,0,1,1,1,0.08,0,0,1,0,0,0,Matches,fbbb9269
2204,Halid Šabanović,ba BIH,DFFW,Angers,fr Ligue 1,23-199,1999,3.7,3,0.81,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,8299e363
2205,Abdelhamid Sabiri,ma MAR,MF,Sampdoria,it Serie A,26-101,1996,11.2,39,3.49,22,6,3,4,4,0,0,0.00,0,0,0,0,0,0,Matches,4830e0af
2206,Marcel Sabitzer,at AUT,MF,Manchester Utd,eng Premier League,28-357,1994,3.1,9,2.96,9,0,0,0,0,0,2,0.66,2,0,0,0,0,0,Matches,e280527c
2207,Marcel Sabitzer,at AUT,MF,Bayern Munich,de Bundesliga,28-357,1994,7.0,11,1.58,9,0,0,0,0,2,1,0.14,1,0,0,0,0,0,Matches,e280527c
2208,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,27-312,1995,18.0,21,1.17,19,1,1,0,0,0,3,0.17,3,0,0,0,0,0,Matches,6388e356
2209,Umar Sadiq,ng NGA,FW,Almería,es La Liga,26-035,1997,2.7,6,2.25,4,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches,686cbe7d
2210,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,26-035,1997,0.9,1,1.10,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,686cbe7d
2211,Alexis Saelemaekers,be BEL,FWDF,Milan,it Serie A,23-255,1999,8.1,21,2.59,18,0,0,2,1,0,3,0.37,3,0,0,0,0,0,Matches,ee251371
2212,Wesley Saïd,fr FRA,FWMF,Lens,fr Ligue 1,27-324,1995,6.6,20,3.01,10,0,7,3,0,0,3,0.45,0,0,2,1,0,0,Matches,90fcf472
2213,Allan Saint-Maximin,fr FRA,FW,Newcastle Utd,eng Premier League,25-362,1997,8.4,37,4.42,24,0,8,3,2,0,6,0.72,4,0,1,0,1,0,Matches,2b16cb1a
2214,Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,24-140,1998,3.9,7,1.77,6,1,0,0,0,0,1,0.25,1,0,0,0,0,0,Matches,93c942fb
2215,Samuel Sáiz,es ESP,MF,Girona,es La Liga,32-046,1991,2.7,6,2.23,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,13e0eb29
2216,Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,21-185,2001,24.9,115,4.62,77,20,3,8,5,2,18,0.72,12,4,0,1,0,1,Matches,bc7dc64d
2217,Hamza Sakhi,ma MAR,MF,Auxerre,fr Ligue 1,26-275,1996,17.7,64,3.63,50,8,1,3,2,0,3,0.17,3,0,0,0,0,0,Matches,c9151d66
2218,Mamadou Sakho,fr FRA,DF,Montpellier,fr Ligue 1,33-024,1990,6.0,3,0.50,1,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches,87935cf3
2219,Jacopo Sala,it ITA,MF,Spezia,it Serie A,31-094,1991,1.2,2,1.62,0,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,da5a981b
2220,Ibrahim Salah,be BEL,FWMF,Rennes,fr Ligue 1,21-191,2001,1.1,7,6.12,5,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches,cad3fd4d
2221,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,30-267,1992,24.7,95,3.84,72,1,7,9,4,2,15,0.61,10,0,0,2,2,1,Matches,e342ad68
2222,Amine Salama,fr FRA,FWMF,Angers,fr Ligue 1,22-234,2000,13.7,25,1.83,16,0,4,3,2,0,1,0.07,1,0,0,0,0,0,Matches,bc7cc472
2223,William Saliba,fr FRA,DF,Arsenal,eng Premier League,21-350,2001,25.8,12,0.46,10,2,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches,972aeb2a
2224,Dikeni Salifou,tg TOG,MF,Werder Bremen,de Bundesliga,19-274,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e1830c52
2225,Mohammed Salisu,gh GHA,DF,Southampton,eng Premier League,23-326,1999,21.0,23,1.10,16,5,1,1,0,0,2,0.10,1,1,0,0,0,0,Matches,0b33f6ad
2226,Roland Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,25-291,1997,7.0,17,2.42,9,0,2,2,4,0,0,0.00,0,0,0,0,0,0,Matches,bf075f6b
2227,Yoann Salmier,gf GUF,DF,Troyes,fr Ligue 1,30-108,1992,22.9,14,0.61,10,0,0,2,1,1,4,0.17,3,0,0,0,1,0,Matches,c3725db2
2228,Salvi,es ESP,FWMF,Rayo Vallecano,es La Liga,31-344,1991,3.1,8,2.57,7,0,0,0,0,1,1,0.32,0,0,0,0,0,1,Matches,405f267a
2229,Lazar Samardzic,de GER,MF,Udinese,it Serie A,21-013,2002,10.8,63,5.83,33,17,5,6,1,1,5,0.46,2,2,0,0,0,1,Matches,217c93a1
2230,Diadie Samassékou,ml MLI,MFFW,Hoffenheim,de Bundesliga,27-057,1996,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,08593525
2231,Mama Samba Baldé,gw GNB,FW,Troyes,fr Ligue 1,27-123,1995,20.3,46,2.26,28,0,8,5,4,1,7,0.34,3,0,2,0,2,0,Matches,fb14aa28
2232,Brice Samba,cg CGO,GK,Lens,fr Ligue 1,28-318,1994,26.0,1,0.04,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,60d90c55
2233,Albert Sambi Lokonga,be BEL,MF,Arsenal,eng Premier League,23-138,1999,2.2,4,1.82,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,1b4f1169
2234,Albert Sambi Lokonga,be BEL,MF,Crystal Palace,eng Premier League,23-138,1999,3.2,2,0.63,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1b4f1169
2235,Junior Sambia,fr FRA,DF,Salernitana,it Serie A,26-183,1996,5.3,13,2.46,12,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,24eb7ed6
2236,Samuel,br BRA,FWMF,Valencia,es La Liga,23-076,1999,22.4,69,3.08,45,0,10,5,8,1,10,0.45,6,0,0,2,2,0,Matches,2a295d33
2237,Fede San Emeterio,es ESP,MF,Cádiz,es La Liga,25-358,1997,12.0,6,0.50,6,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches,efecd633
2238,Antonio Sanabria,py PAR,FW,Torino,it Serie A,27-005,1996,15.1,27,1.79,19,0,5,1,1,1,2,0.13,2,0,0,0,0,0,Matches,0a447501
2239,Leandro Sanca,pt POR,FWMF,Spezia,it Serie A,23-064,2000,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4295f19c
2240,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,22-318,2000,18.5,55,2.97,47,1,2,3,2,0,0,0.00,0,0,0,0,0,0,Matches,bdb624a3
2241,Renato Sanches,pt POR,MF,Paris S-G,fr Ligue 1,25-203,1997,4.7,12,2.55,10,1,0,1,0,0,1,0.21,0,0,0,1,0,0,Matches,032f894e
2242,Alexis Sánchez,cl CHI,FW,Marseille,fr Ligue 1,34-080,1988,19.1,75,3.92,57,1,3,7,6,1,5,0.26,3,0,0,1,1,0,Matches,2c0f8e9e
2243,Antonio Sánchez,es ESP,MF,Mallorca,es La Liga,26-067,1997,7.2,14,1.96,9,0,1,2,2,0,0,0.00,0,0,0,0,0,0,Matches,a254bbe0
2244,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,26-270,1996,6.4,4,0.63,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,da7b447d
2245,Iván Sánchez,es ESP,MFFW,Valladolid,es La Liga,30-167,1992,9.8,33,3.38,28,1,3,1,0,0,1,0.10,1,0,0,0,0,0,Matches,70107d4d
2246,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,25-360,1997,18.4,9,0.49,8,0,1,0,0,0,2,0.11,2,0,0,0,0,0,Matches,60359288
2247,Manuel Sánchez,es ESP,DF,Osasuna,es La Liga,22-197,2000,12.5,32,2.56,29,0,0,0,1,2,3,0.24,2,0,0,0,1,0,Matches,ffacd3d5
2248,Robert Sánchez,es ESP,GK,Brighton,eng Premier League,25-111,1997,22.0,1,0.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6a713852
