Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,-9999
869,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,22-051,2001,4.9,9,1.83,8,0,1,0,0,0,1,0.20,1,0,0,0,0,0,Matches,5ff4ab71
870,Federico Fernández,ar ARG,DF,Elche,es La Liga,34-016,1989,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f25b010f
871,Joaquín Fernández,es ESP,DF,Valladolid,es La Liga,26-282,1996,15.6,13,0.83,11,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches,b86a64b2
872,Mateo Fernández,es ESP,FWMF,Leeds United,eng Premier League,19-141,2003,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6ad43f9a
873,Fernando,es ESP,GK,Almería,es La Liga,32-272,1990,22.5,2,0.09,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,dabb2827
874,Fernando,br BRA,MFDF,Sevilla,es La Liga,35-227,1987,12.7,13,1.02,12,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,41f32541
875,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,28-251,1994,9.6,4,0.41,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,d0dbca9f
876,Alex Ferrari,it ITA,DF,Cremonese,it Serie A,28-251,1994,6.5,4,0.61,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,d0dbca9f
877,Salvador Ferrer,es ESP,DF,Spezia,it Serie A,25-047,1998,1.0,1,0.98,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,eb76987d
878,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,30-362,1992,20.6,41,1.99,38,0,0,1,2,0,5,0.24,5,0,0,0,0,0,Matches,375622c5
879,Fidel,es ESP,MFFW,Elche,es La Liga,33-133,1989,7.7,26,3.37,16,5,0,1,4,0,1,0.13,1,0,0,0,0,0,Matches,eb82b6f1
880,Karol Fila,pl POL,DF,Strasbourg,fr Ligue 1,24-269,1998,0.5,3,5.63,2,1,0,0,0,0,1,1.87,1,0,0,0,0,0,Matches,50ac8941
881,Roberto Firmino,br BRA,FWMF,Liverpool,eng Premier League,31-158,1991,11.2,41,3.66,31,0,4,6,0,0,7,0.63,4,0,1,2,0,0,Matches,4c370d81
882,Junior Firpo,es ESP,DF,Leeds United,eng Premier League,26-199,1996,6.3,12,1.90,10,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,24f59bb2
883,Kilian Fischer,de GER,DF,Wolfsburg,de Bundesliga,22-148,2000,2.3,1,0.44,0,0,0,0,1,0,1,0.44,0,0,0,0,1,0,Matches,79f7302a
884,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,29-269,1993,23.0,6,0.26,3,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a92ab7be
885,Florian Flick,de GER,MF,Schalke 04,de Bundesliga,22-312,2000,5.7,7,1.23,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,9642c929
886,Alexis Flips,fr FRA,DFMF,Reims,fr Ligue 1,23-050,2000,14.0,59,4.19,41,9,1,6,0,2,8,0.57,7,0,0,1,0,0,Matches,caef7840
887,Alessandro Florenzi,it ITA,DF,Milan,it Serie A,31-363,1991,1.1,2,1.87,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e288d4b3
888,Phil Foden,eng ENG,FW,Manchester City,eng Premier League,22-285,2000,15.0,74,4.94,58,8,3,4,1,0,13,0.87,10,0,3,0,0,0,Matches,ed1e53f3
889,Datro Fofana,ci CIV,FW,Chelsea,eng Premier League,20-077,2002,0.7,4,5.90,1,0,3,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e82900ef
890,Seko Fofana,ci CIV,MF,Lens,fr Ligue 1,27-306,1995,23.4,70,3.00,61,0,3,1,3,2,8,0.34,6,0,1,0,1,0,Matches,5313ed43
891,Wesley Fofana,fr FRA,DF,Leicester City,eng Premier League,22-082,2000,2.0,2,1.00,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,132a82f1
892,Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,22-082,2000,4.3,4,0.93,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,132a82f1
893,Yahia Fofana,fr FRA,GK,Angers,fr Ligue 1,22-200,2000,8.0,2,0.25,2,0,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches,9d420dad
894,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,24-058,1999,23.4,51,2.18,45,0,5,0,1,0,7,0.30,6,0,0,0,1,0,Matches,822d51d7
895,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,28-165,1994,10.9,19,1.74,17,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches,90eb507d
896,José Fonte,pt POR,DF,Lille,fr Ligue 1,39-077,1983,19.8,11,0.56,9,0,0,2,0,0,1,0.05,0,0,0,1,0,0,Matches,90f87966
897,Pablo Fornals,es ESP,FWMF,West Ham,eng Premier League,27-015,1996,11.4,40,3.52,34,1,1,3,0,1,2,0.18,1,0,1,0,0,0,Matches,82927de4
898,Emil Forsberg,se SWE,MFFW,RB Leipzig,de Bundesliga,31-137,1991,11.0,28,2.55,23,0,0,2,2,1,5,0.46,4,0,0,0,0,1,Matches,9a2e0ccc
899,Adam Forshaw,eng ENG,MF,Leeds United,eng Premier League,31-152,1991,1.8,4,2.26,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,9f1938ab
900,Fraser Forster,eng ENG,GK,Tottenham,eng Premier League,34-357,1988,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c3e39f12
901,Philipp Förster,de GER,MF,Bochum,de Bundesliga,28-033,1995,11.1,26,2.34,16,9,0,0,1,0,6,0.54,2,4,0,0,0,0,Matches,76fa965f
902,Steven Fortes,cv CPV,DF,Lens,fr Ligue 1,30-326,1992,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,574aa9ec
903,Timothy Fosu-Mensah,nl NED,DF,Leverkusen,de Bundesliga,25-066,1998,1.9,5,2.59,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a9142dc3
904,Dimitri Foulquier,fr FRA,DFMF,Valencia,es La Liga,29-351,1993,10.4,11,1.06,10,0,0,1,0,0,1,0.10,1,0,0,0,0,0,Matches,45e17712
905,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,25-056,1998,11.0,14,1.27,14,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6c7762c3
906,Raphael Framberger,de GER,DFFW,Augsburg,de Bundesliga,27-184,1995,2.0,1,0.51,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,626fab5f
907,Tyrese Francois,au AUS,FW,Fulham,eng Premier League,22-236,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6722d4f0
908,Bartol Franjić,hr CRO,MF,Wolfsburg,de Bundesliga,23-054,2000,2.5,3,1.19,2,0,1,0,0,0,2,0.79,1,0,1,0,0,0,Matches,697dc00a
909,Przemysław Frankowski,pl POL,DFMF,Lens,fr Ligue 1,27-331,1995,20.8,91,4.37,51,35,1,1,1,2,9,0.43,5,4,0,0,0,0,Matches,00a8d210
910,Ryan Fraser,sct SCO,FW,Newcastle Utd,eng Premier League,29-013,1994,3.5,8,2.30,6,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,d56543a0
911,Davide Frattesi,it ITA,MF,Sassuolo,it Serie A,23-138,1999,22.5,65,2.88,51,0,4,4,4,2,4,0.18,4,0,0,0,0,0,Matches,2a7d27c1
912,Fred,br BRA,MF,Manchester Utd,eng Premier League,30-004,1993,10.8,42,3.91,34,0,0,4,2,2,4,0.37,3,0,0,1,0,0,Matches,b853e0ad
913,Ryan Fredericks,eng ENG,DF,Bournemouth,eng Premier League,30-150,1992,5.8,4,0.69,4,0,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches,c067631c
914,Iván Fresneda,es ESP,DF,Valladolid,es La Liga,18-162,2004,9.5,19,1.99,16,1,0,0,1,1,1,0.10,0,0,0,0,1,0,Matches,29d0f2ac
915,Remo Freuler,ch SUI,MF,Nott'ham Forest,eng Premier League,30-328,1992,19.0,23,1.21,22,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,98d2c2c4
916,Michael Frey,ch SUI,FW,Schalke 04,de Bundesliga,28-233,1994,5.0,11,2.20,9,0,0,2,0,0,3,0.60,3,0,0,0,0,0,Matches,33182cb8
917,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,24-358,1998,19.8,17,0.86,13,3,1,0,0,0,1,0.05,1,0,0,0,0,0,Matches,f86ad3f5
918,Marvin Friedrich,de GER,DF,M'Gladbach,de Bundesliga,27-086,1995,10.7,7,0.65,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b77f44a4
919,Jeremie Frimpong,nl NED,DFMF,Leverkusen,de Bundesliga,22-089,2000,19.7,71,3.60,44,2,11,5,9,0,9,0.46,6,0,2,0,1,0,Matches,74f2e748
920,Chris Führich,de GER,FWMF,Stuttgart,de Bundesliga,25-059,1998,15.7,57,3.63,37,9,4,4,3,0,4,0.25,3,1,0,0,0,0,Matches,0cf778df
921,Angelo Fulgini,fr FRA,MFFW,Lens,fr Ligue 1,26-201,1996,3.0,9,2.96,6,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4b96c347
922,Angelo Fulgini,fr FRA,MF,Mainz 05,de Bundesliga,26-201,1996,5.8,18,3.09,17,0,0,0,1,0,1,0.17,1,0,0,0,0,0,Matches,4b96c347
923,Niclas Füllkrug,de GER,FW,Werder Bremen,de Bundesliga,30-028,1993,21.5,55,2.56,40,0,2,7,6,0,7,0.33,5,0,0,1,1,0,Matches,4f16405e
924,Matteo Gabbia,it ITA,DF,Milan,it Serie A,23-139,1999,6.7,4,0.60,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c235e803
925,Manolo Gabbiadini,it ITA,FWMF,Sampdoria,it Serie A,31-103,1991,14.2,37,2.60,20,1,2,8,5,1,2,0.14,1,0,0,0,1,0,Matches,8f866fe8
926,Gianluca Gaetano,it ITA,MF,Napoli,it Serie A,22-308,2000,0.4,2,5.29,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,3b387cc7
927,Roberto Gagliardini,it ITA,MF,Inter,it Serie A,28-336,1994,4.6,10,2.17,8,0,0,1,1,0,2,0.43,1,0,0,1,0,0,Matches,ce30bfc8
928,Adolfo Gaich,ar ARG,FW,Hellas Verona,it Serie A,24-011,1999,2.8,6,2.16,4,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches,8dfed6e9
929,Cody Gakpo,nl NED,FW,Liverpool,eng Premier League,23-306,1999,6.3,19,3.01,12,0,2,2,1,2,2,0.32,2,0,0,0,0,0,Matches,1971591f
930,Javi Galán,es ESP,DF,Celta Vigo,es La Liga,28-110,1994,23.1,56,2.42,42,10,2,0,1,1,1,0.04,1,0,0,0,0,0,Matches,a4b00319
931,Iñigo Ruiz de Galarreta,es ESP,MF,Mallorca,es La Liga,29-215,1993,17.5,32,1.83,25,6,0,0,1,0,3,0.17,2,1,0,0,0,0,Matches,91f7631f
932,Pablo Galdames Millán,cl CHI,DFMF,Cremonese,it Serie A,26-069,1996,0.5,2,4.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,dd403465
933,Conor Gallagher,eng ENG,MFFW,Chelsea,eng Premier League,23-031,2000,9.7,29,2.99,20,4,2,2,0,1,3,0.31,2,0,1,0,0,0,Matches,c2731c10
934,Antonino Gallo,it ITA,DF,Lecce,it Serie A,23-063,2000,16.8,38,2.26,32,2,3,0,1,0,1,0.06,1,0,0,0,0,0,Matches,c74d63ac
935,Gauthier Gallon,fr FRA,GK,Troyes,fr Ligue 1,29-320,1993,19.0,2,0.11,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,db3164e1
936,Cristian Gamboa,cr CRC,DF,Bochum,de Bundesliga,33-136,1989,14.1,26,1.84,18,6,1,0,0,1,2,0.14,0,2,0,0,0,0,Matches,f27680d9
937,Kévin Gameiro,fr FRA,FW,Strasbourg,fr Ligue 1,35-304,1987,19.2,50,2.61,37,0,1,9,3,0,3,0.16,0,0,0,2,1,0,Matches,42276181
938,Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,33-164,1989,18.1,28,1.55,18,0,1,1,4,4,3,0.17,2,0,0,0,0,1,Matches,72c812f3
939,Ignatius Ganago,cm CMR,FW,Nantes,fr Ligue 1,24-021,1999,11.7,23,1.96,14,0,0,5,3,1,7,0.60,4,0,0,1,1,1,Matches,23c63b7f
940,Ignatius Ganago,cm CMR,FW,Lens,fr Ligue 1,24-021,1999,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,23c63b7f
941,Silvère Ganvoula M'Boussy,cg CGO,FWMF,Bochum,de Bundesliga,26-260,1996,2.6,11,4.16,9,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches,6c731625
942,Aleix García,es ESP,MF,Girona,es La Liga,25-254,1997,22.8,114,4.99,60,45,3,3,0,3,14,0.61,8,3,1,0,0,2,Matches,a10361d2
943,Álvaro García,es ESP,FWMF,Rayo Vallecano,es La Liga,30-133,1992,20.4,65,3.19,48,2,3,4,5,3,8,0.39,4,0,1,0,3,0,Matches,90bbd822
944,Borja García,es ESP,FWMF,Girona,es La Liga,32-127,1990,4.2,11,2.61,8,0,2,1,0,0,2,0.47,2,0,0,0,0,0,Matches,e7f4603c
945,Carlos García,es ESP,DF,Cádiz,es La Liga,22-245,2000,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,661e2822
946,Dani García,es ESP,MF,Athletic Club,es La Liga,32-289,1990,8.3,10,1.21,8,0,0,0,1,1,1,0.12,1,0,0,0,0,0,Matches,240d3a0b
947,David García,es ESP,DF,Osasuna,es La Liga,29-023,1994,20.5,14,0.68,14,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3e42f707
948,Eric García,es ESP,DF,Barcelona,es La Liga,22-059,2001,10.1,2,0.20,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2bed3eab
949,Francisco Garcia,es ESP,DF,Rayo Vallecano,es La Liga,23-207,1999,23.9,46,1.93,32,5,2,1,2,4,6,0.25,3,1,1,0,1,0,Matches,7226539b
950,Raúl García,es ESP,FWMF,Athletic Club,es La Liga,36-241,1986,7.1,27,3.81,16,0,2,6,1,2,5,0.71,4,0,1,0,0,0,Matches,b418dbd4
951,Rubén García,es ESP,MFFW,Osasuna,es La Liga,29-238,1993,7.9,38,4.79,19,15,1,2,1,0,3,0.38,2,1,0,0,0,0,Matches,5c96b017
952,Unai García,es ESP,DF,Osasuna,es La Liga,31-034,1992,15.1,4,0.26,3,0,0,0,0,1,1,0.07,1,0,0,0,0,0,Matches,4a633cfe
953,Alejandro Garnacho,es ESP,FWMF,Manchester Utd,eng Premier League,18-251,2004,4.8,13,2.68,10,0,1,1,1,0,4,0.83,4,0,0,0,0,0,Matches,7aa8adfe
954,James Garner,eng ENG,MF,Everton,eng Premier League,21-361,2001,1.6,1,0.63,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,4e015693
955,Felix Garreta,es ESP,DF,Betis,es La Liga,18-322,2004,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,9a26fa06
956,Sékou Gassama,sn SEN,FW,Valladolid,es La Liga,27-307,1995,0.4,1,2.57,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,475a738b
957,Johan Gastien,fr FRA,MF,Clermont Foot,fr Ligue 1,35-043,1988,17.6,44,2.50,29,13,0,2,0,0,7,0.40,3,4,0,0,0,0,Matches,868eaba0
958,Federico Gatti,it ITA,DF,Juventus,it Serie A,24-258,1998,6.0,9,1.50,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,18dd3219
959,Gavi,es ESP,MFFW,Barcelona,es La Liga,18-216,2004,17.1,53,3.11,42,0,2,2,3,4,4,0.23,3,0,1,0,0,0,Matches,19cae58d
960,Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,31-066,1992,14.0,1,0.07,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,63d17038
961,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,32-122,1990,25.0,3,0.12,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,7ba6d84e
962,Dennis Geiger,de GER,MF,Hoffenheim,de Bundesliga,24-272,1998,13.9,44,3.17,29,11,2,1,0,1,4,0.29,3,1,0,0,0,0,Matches,37f606f0
963,Joe Gelhardt,eng ENG,FW,Leeds United,eng Premier League,20-309,2002,2.4,4,1.70,4,0,0,0,0,0,2,0.85,2,0,0,0,0,0,Matches,01962d0d
964,Valentin Gendrey,fr FRA,DF,Lecce,it Serie A,22-261,2000,23.2,28,1.21,21,3,1,0,3,0,1,0.04,0,0,0,0,1,0,Matches,822ed0ec
965,Denis Genreau,au AUS,MF,Toulouse,fr Ligue 1,23-292,1999,1.6,6,3.70,4,0,0,1,0,1,1,0.62,1,0,0,0,0,0,Matches,badcdcae
966,Yannick Gerhardt,de GER,MF,Wolfsburg,de Bundesliga,28-361,1994,13.8,33,2.39,25,0,0,3,4,1,6,0.43,5,0,0,0,1,0,Matches,62ab9184
967,Valère Germain,fr FRA,FWMF,Montpellier,fr Ligue 1,32-326,1990,7.0,13,1.85,10,0,0,2,1,0,3,0.43,1,0,0,1,1,0,Matches,ea0ff634
968,Gerson,br BRA,MF,Marseille,fr Ligue 1,25-293,1997,4.6,12,2.60,9,0,1,0,2,0,1,0.22,1,0,0,0,0,0,Matches,8827bf46
969,Ismaël Gharbi,es ESP,MFFW,Paris S-G,fr Ligue 1,18-333,2004,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5b3cfa12
970,Paolo Ghiglione,it ITA,DF,Cremonese,it Serie A,26-035,1997,5.8,12,2.07,10,2,0,0,0,0,2,0.35,2,0,0,0,0,0,Matches,71dc23da
971,Saman Ghoddos,ir IRN,MFFW,Brentford,eng Premier League,29-184,1993,1.0,2,2.02,0,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,f7b1d4e0
972,Faouzi Ghoulam,dz ALG,DF,Angers,fr Ligue 1,32-036,1991,3.0,12,4.03,5,6,0,0,1,0,1,0.34,1,0,0,0,0,0,Matches,c5adc293
973,Morgan Gibbs-White,eng ENG,FWMF,Wolves,eng Premier League,23-041,2000,2.0,4,2.00,2,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,32f60ed8
974,Morgan Gibbs-White,eng ENG,MFFW,Nott'ham Forest,eng Premier League,23-041,2000,20.3,79,3.89,51,15,7,4,0,2,7,0.35,3,2,1,1,0,0,Matches,32f60ed8
975,Niko Gießelmann,de GER,DF,Union Berlin,de Bundesliga,31-164,1991,11.7,42,3.60,19,17,2,2,2,0,7,0.60,3,2,1,1,0,0,Matches,7242b495
976,Samuel Gigot,fr FRA,DF,Marseille,fr Ligue 1,29-148,1993,14.1,14,0.99,13,0,0,1,0,0,4,0.28,4,0,0,0,0,0,Matches,41eebdf5
977,Rafał Gikiewicz,pl POL,GK,Augsburg,de Bundesliga,35-134,1987,19.0,6,0.32,3,3,0,0,0,0,1,0.05,0,1,0,0,0,0,Matches,17376543
978,Óscar Gil,es ESP,DF,Espanyol,es La Liga,25-317,1997,17.0,17,1.00,14,0,0,2,1,0,1,0.06,1,0,0,0,0,0,Matches,6652cf96
979,Mario Gila,es ESP,DF,Lazio,it Serie A,22-192,2000,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,9c435456
980,Billy Gilmour,sct SCO,MF,Brighton,eng Premier League,21-271,2001,1.8,3,1.66,3,0,0,0,0,0,1,0.55,1,0,0,0,0,0,Matches,df10e27c
981,Álvaro Giménez,es ESP,FW,Cádiz,es La Liga,31-294,1991,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,18017beb
982,Gvidas Gineitis,lt LTU,MF,Torino,it Serie A,18-328,2004,0.5,1,1.96,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,548bd0de
983,Matthias Ginter,de GER,DF,Freiburg,de Bundesliga,29-049,1994,23.0,22,0.96,18,0,0,3,1,0,1,0.04,1,0,0,0,0,0,Matches,f521b80a
984,Andrei Girotto,br BRA,DFMF,Nantes,fr Ligue 1,31-020,1992,24.8,24,0.97,21,1,0,2,0,0,5,0.20,3,1,0,1,0,0,Matches,3befc2b6
985,Olivier Giroud,fr FRA,FW,Milan,it Serie A,36-160,1986,16.9,38,2.26,30,0,0,6,2,0,5,0.30,2,0,0,3,0,0,Matches,16ceb862
986,Serge Gnabry,de GER,FWMF,Bayern Munich,de Bundesliga,27-238,1995,13.4,63,4.71,41,3,7,7,3,2,11,0.82,7,0,2,0,2,0,Matches,88e357ef
987,Degnand Gnonto,it ITA,FWMF,Leeds United,eng Premier League,19-124,2003,10.9,39,3.59,23,2,4,3,7,0,5,0.46,5,0,0,0,0,0,Matches,75fdd638
988,Ben Godfrey,eng ENG,DF,Everton,eng Premier League,25-053,1998,3.7,2,0.54,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,9f7c837d
989,Pierluigi Gollini,it ITA,GK,Fiorentina,it Serie A,27-356,1995,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f0f7f62f
990,Aleksandr Golovin,ru RUS,MFFW,Monaco,fr Ligue 1,26-283,1996,20.0,93,4.65,59,21,6,3,3,1,11,0.55,8,1,2,0,0,0,Matches,3708e9fa
991,André Gomes,pt POR,MF,Lille,fr Ligue 1,29-222,1993,11.5,30,2.62,28,1,0,1,0,0,4,0.35,4,0,0,0,0,0,Matches,1961b2aa
992,Angel Gomes,eng ENG,MF,Lille,fr Ligue 1,22-190,2000,21.8,60,2.75,38,9,6,0,7,0,10,0.46,7,1,1,0,1,0,Matches,645a3363
993,João Gomes,br BRA,MFFW,Wolves,eng Premier League,22-025,2001,0.8,1,1.30,0,0,0,1,0,0,1,1.30,0,0,0,1,0,0,Matches,8b57ad2c
994,Toti Gomes,pt POR,DF,Wolves,eng Premier League,24-052,1999,3.4,1,0.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f0caab96
995,Dani Gómez,es ESP,MFFW,Espanyol,es La Liga,24-222,1998,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0e5ddc7c
996,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,25-290,1997,14.3,16,1.12,14,1,0,0,0,1,1,0.07,1,0,0,0,0,0,Matches,7a11550b
997,Maxi Gómez,uy URU,FW,Valencia,es La Liga,26-207,1996,1.2,2,1.65,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4c2e9442
998,Moi Gómez,es ESP,MFFW,Osasuna,es La Liga,28-259,1994,21.5,79,3.68,56,18,1,3,1,0,6,0.28,5,1,0,0,0,0,Matches,5a626448
999,Papu Gómez,ar ARG,MFFW,Sevilla,es La Liga,35-022,1988,7.4,31,4.17,25,2,0,2,1,1,3,0.40,3,0,0,0,0,0,Matches,6e4df551
1000,Sergi Gómez,es ESP,DF,Espanyol,es La Liga,30-346,1992,16.0,5,0.31,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,bc6f5f06
1001,Sergio Gómez,es ESP,DFMF,Manchester City,eng Premier League,22-186,2000,1.6,3,1.84,2,1,0,0,0,0,1,0.61,1,0,0,0,0,0,Matches,01e5f06e
1002,Maxime Gonalons,fr FRA,MF,Clermont Foot,fr Ligue 1,33-364,1989,8.0,8,1.00,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b8c1de25
1003,Diego González,es ESP,DF,Elche,es La Liga,28-040,1995,9.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4ac7608e
1004,Édgar González,es ESP,DF,Betis,es La Liga,25-342,1997,12.7,6,0.47,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,49d028db
1005,Giovanni González,uy URU,DF,Mallorca,es La Liga,28-170,1994,6.8,8,1.18,7,0,0,1,0,0,2,0.29,2,0,0,0,0,0,Matches,1fc474ae
1006,Joan Gonzàlez,es ESP,MF,Lecce,it Serie A,21-036,2002,18.9,35,1.86,26,0,1,3,4,1,3,0.16,2,0,0,0,0,1,Matches,f025eade
1007,Nicolás González,ar ARG,FWMF,Fiorentina,it Serie A,24-337,1998,8.9,38,4.29,26,0,2,5,4,1,3,0.34,2,0,0,1,0,0,Matches,2374aaca
1008,Nicolás González,es ESP,MF,Valencia,es La Liga,21-065,2002,6.6,12,1.82,10,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches,2c56a792
1009,Oumar Gonzalez,cm CMR,DF,Ajaccio,fr Ligue 1,25-012,1998,19.5,3,0.15,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a9d4c241
1010,Roberto González,es ESP,FWMF,Betis,es La Liga,22-062,2001,0.6,5,8.33,2,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,56545648
1011,Jacek Góralski,pl POL,MF,Bochum,de Bundesliga,30-169,1992,1.6,3,1.85,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,83b9c48f
1012,Anthony Gordon,eng ENG,FWMF,Newcastle Utd,eng Premier League,22-013,2001,1.8,6,3.27,3,0,0,1,1,1,0,0.00,0,0,0,0,0,0,Matches,2bd83368
1013,Anthony Gordon,eng ENG,FW,Everton,eng Premier League,22-013,2001,12.2,23,1.89,13,0,1,6,1,2,0,0.00,0,0,0,0,0,0,Matches,2bd83368
1014,Leon Goretzka,de GER,MF,Bayern Munich,de Bundesliga,28-031,1995,13.9,38,2.74,26,0,1,9,1,1,5,0.36,1,0,1,3,0,0,Matches,cc86b9a3
1015,Andoni Gorosabel,es ESP,DF,Real Sociedad,es La Liga,26-217,1996,9.1,14,1.54,10,3,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,6f5f82c0
1016,Robin Gosens,de GER,DFFW,Inter,it Serie A,28-247,1994,6.7,20,3.03,17,1,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches,2d970560
1017,Mario Götze,de GER,MF,Eint Frankfurt,de Bundesliga,30-279,1992,20.8,61,2.94,52,5,0,3,0,1,12,0.58,10,0,0,2,0,0,Matches,9efa1d25
1018,Amine Gouiri,fr FRA,FWMF,Nice,fr Ligue 1,23-021,2000,2.5,7,2.79,4,1,0,1,1,0,1,0.40,0,0,0,0,1,0,Matches,aad56ca3
1019,Amine Gouiri,fr FRA,FW,Rennes,fr Ligue 1,23-021,2000,17.6,62,3.51,47,0,5,8,1,1,6,0.34,5,0,1,0,0,0,Matches,aad56ca3
1020,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,31-242,1991,21.3,28,1.32,17,3,3,4,0,1,2,0.09,0,0,0,2,0,0,Matches,1025db8e
1021,Jonathan Gradit,fr FRA,DF,Lens,fr Ligue 1,30-105,1992,19.4,31,1.59,25,0,2,0,2,2,5,0.26,5,0,0,0,0,0,Matches,06c48679
